IID	PRS	PRS_Risk_Group	PRS_Percentile	sample	pop	super_pop	gender
HG01806	0.5517807	Intermediate	32.78753993610224	HG01806	CDX	EAS	female
HG01807	0.596018365	Intermediate	36.26198083067093	HG01807	CDX	EAS	female
HG01808	0.64716998	Intermediate	39.8961661341853	HG01808	CDX	EAS	female
HG01809	0.98736296	Intermediate	75.23961661341852	HG01809	CDX	EAS	female
HG01810	0.91652062	Intermediate	66.93290734824281	HG01810	CDX	EAS	male
HG01811	0.45424904	Intermediate	27.076677316293928	HG01811	CDX	EAS	male
HG01812	0.8447165700000001	Intermediate	57.86741214057509	HG01812	CDX	EAS	female
HG01813	0.8245525200000002	Intermediate	55.79073482428115	HG01813	CDX	EAS	female
HG01815	0.7787163	Intermediate	51.67731629392971	HG01815	CDX	EAS	female
HG01816	0.83831488	Intermediate	57.308306709265175	HG01816	CDX	EAS	male
HG01817	0.6216613289999999	Intermediate	38.49840255591055	HG01817	CDX	EAS	female
HG01840	0.6481280429999999	Intermediate	39.936102236421725	HG01840	KHV	EAS	male
HG01841	1.1654959000000005	High	91.573482428115	HG01841	KHV	EAS	female
HG01842	0.95603612	Intermediate	71.48562300319489	HG01842	KHV	EAS	male
HG01843	0.94462277	Intermediate	70.24760383386581	HG01843	KHV	EAS	female
HG01844	0.7347729100000001	Intermediate	48.322683706070286	HG01844	KHV	EAS	male
HG01845	1.01208146	Intermediate	78.07507987220448	HG01845	KHV	EAS	female
HG01846	0.5090825800000002	Intermediate	29.5926517571885	HG01846	KHV	EAS	male
HG01847	1.1186349999999998	High	87.57987220447284	HG01847	KHV	EAS	female
HG01848	0.7786251600000001	Intermediate	51.637380191693296	HG01848	KHV	EAS	female
HG01849	1.3162268999999998	High	98.00319488817892	HG01849	KHV	EAS	male
HG01850	0.657145874	Intermediate	41.01437699680511	HG01850	KHV	EAS	female
HG01851	0.547265524	Intermediate	32.54792332268371	HG01851	KHV	EAS	female
HG01852	0.76793118	Intermediate	50.83865814696485	HG01852	KHV	EAS	male
HG01853	0.8721021900000001	Intermediate	61.102236421725244	HG01853	KHV	EAS	female
HG01855	0.91019599	Intermediate	66.21405750798722	HG01855	KHV	EAS	female
HG01857	0.6213645299999999	Intermediate	38.45846645367412	HG01857	KHV	EAS	female
HG01858	0.87741841	Intermediate	61.82108626198083	HG01858	KHV	EAS	female
HG01859	0.6896959500000002	Intermediate	43.849840255591054	HG01859	KHV	EAS	female
HG01860	1.00869465	Intermediate	77.67571884984025	HG01860	KHV	EAS	male
HG01861	0.9607456	Intermediate	72.28434504792332	HG01861	KHV	EAS	male
HG01862	0.5799519900000002	Intermediate	35.02396166134185	HG01862	KHV	EAS	female
HG01863	1.1484550100000002	High	90.05591054313099	HG01863	KHV	EAS	female
HG01864	0.8385282	Intermediate	57.38817891373802	HG01864	KHV	EAS	male
HG01865	0.6825726799999999	Intermediate	43.25079872204473	HG01865	KHV	EAS	male
HG01866	0.73463942	Intermediate	48.28274760383386	HG01866	KHV	EAS	male
HG01867	0.79501749	Intermediate	53.07507987220448	HG01867	KHV	EAS	male
HG01868	0.93489426	Intermediate	68.96964856230032	HG01868	KHV	EAS	female
HG01869	0.6866182300000001	Intermediate	43.530351437699686	HG01869	KHV	EAS	female
HG01870	1.22346988	High	95.00798722044728	HG01870	KHV	EAS	female
HG01871	1.0479166999999998	High	81.38977635782749	HG01871	KHV	EAS	female
HG01872	1.19483553	High	93.29073482428116	HG01872	KHV	EAS	male
HG01873	0.74420287	Intermediate	49.16134185303515	HG01873	KHV	EAS	male
HG01874	1.22999397	High	95.2476038338658	HG01874	KHV	EAS	female
HG01878	1.07349723	High	83.6661341853035	HG01878	KHV	EAS	female
HG01879	0.7584346399999999	Intermediate	50.11980830670927	HG01879	ACB	AFR	male
HG01880	0.81232524	Intermediate	54.67252396166135	HG01880	ACB	AFR	female
HG01882	0.98020436	Intermediate	74.72044728434504	HG01882	ACB	AFR	male
HG01883	0.46241976	Intermediate	27.47603833865815	HG01883	ACB	AFR	female
HG01885	0.5610638370000001	Intermediate	33.346645367412144	HG01885	ACB	AFR	male
HG01886	0.825958435	Intermediate	56.0702875399361	HG01886	ACB	AFR	female
HG01889	0.921476547	Intermediate	67.4520766773163	HG01889	ACB	AFR	female
HG01890	0.94060754	Intermediate	69.72843450479233	HG01890	ACB	AFR	male
HG01892	0.456349306	Intermediate	27.1964856230032	HG01892	PEL	AMR	male
HG01893	0.7000771800000001	Intermediate	45.087859424920126	HG01893	PEL	AMR	female
HG01894	1.02545671	Intermediate	79.3929712460064	HG01894	ACB	AFR	female
HG01896	1.13999947	High	89.37699680511182	HG01896	ACB	AFR	female
HG01912	0.90270879	Intermediate	65.37539936102237	HG01912	ACB	AFR	male
HG01914	0.8113885680000001	Intermediate	54.63258785942492	HG01914	ACB	AFR	male
HG01915	0.9615084000000002	Intermediate	72.44408945686901	HG01915	ACB	AFR	female
HG01917	0.95890419	Intermediate	72.00479233226838	HG01917	PEL	AMR	male
HG01918	0.70142835	Intermediate	45.28753993610224	HG01918	PEL	AMR	female
HG01920	1.18846322	High	93.0111821086262	HG01920	PEL	AMR	male
HG01921	0.6870744000000001	Intermediate	43.61022364217252	HG01921	PEL	AMR	female
HG01923	1.07621359	High	83.78594249201278	HG01923	PEL	AMR	male
HG01924	0.8751644	Intermediate	61.50159744408946	HG01924	PEL	AMR	female
HG01926	1.5726225620000005	High	99.96006389776358	HG01926	PEL	AMR	male
HG01927	1.155194229	High	90.65495207667732	HG01927	PEL	AMR	female
HG01932	0.8914636799999999	Intermediate	63.65814696485623	HG01932	PEL	AMR	male
HG01933	0.8715299999999999	Intermediate	61.0223642172524	HG01933	PEL	AMR	female
HG01935	0.5808595	Intermediate	35.18370607028754	HG01935	PEL	AMR	male
HG01936	1.2123751799999998	High	94.28913738019168	HG01936	PEL	AMR	female
HG01938	1.258169007	High	95.926517571885	HG01938	PEL	AMR	male
HG01939	1.0065274000000004	Intermediate	77.43610223642172	HG01939	PEL	AMR	female
HG01941	1.0708672128000003	High	83.38658146964856	HG01941	PEL	AMR	male
HG01942	0.6421034559	Intermediate	39.49680511182109	HG01942	PEL	AMR	female
HG01944	0.6197253099999999	Intermediate	38.25878594249201	HG01944	PEL	AMR	male
HG01945	0.8934100480000001	Intermediate	63.81789137380191	HG01945	PEL	AMR	female
HG01947	1.0594561	High	82.30830670926518	HG01947	PEL	AMR	male
HG01948	1.148372992	High	90.01597444089457	HG01948	PEL	AMR	female
HG01950	0.91830194	Intermediate	67.21246006389777	HG01950	PEL	AMR	male
HG01951	1.03649716	High	80.23162939297124	HG01951	PEL	AMR	female
HG01953	0.54715209	Intermediate	32.50798722044728	HG01953	PEL	AMR	male
HG01954	1.0315379880000002	Intermediate	79.83226837060703	HG01954	PEL	AMR	female
HG01956	0.8846518680000001	Intermediate	62.93929712460064	HG01956	ACB	AFR	female
HG01958	0.96531339	Intermediate	72.84345047923323	HG01958	ACB	AFR	female
HG01961	1.1604093800000002	High	91.1741214057508	HG01961	PEL	AMR	male
HG01965	0.56900877	Intermediate	34.025559105431306	HG01965	PEL	AMR	female
HG01967	0.91256269	Intermediate	66.45367412140575	HG01967	PEL	AMR	male
HG01968	1.2857282200000002	High	97.12460063897764	HG01968	PEL	AMR	female
HG01970	0.87741647	Intermediate	61.78115015974441	HG01970	PEL	AMR	male
HG01971	0.68154847	Intermediate	43.09105431309904	HG01971	PEL	AMR	female
HG01973	1.1020423700000002	High	86.34185303514377	HG01973	PEL	AMR	female
HG01974	0.96378723	Intermediate	72.76357827476039	HG01974	PEL	AMR	male
HG01976	0.3850139779999999	Intermediate	22.883386581469647	HG01976	PEL	AMR	female
HG01977	0.73601306	Intermediate	48.44249201277955	HG01977	PEL	AMR	male
HG01979	0.9977882100000002	Intermediate	76.35782747603834	HG01979	PEL	AMR	male
HG01980	0.5862457299999999	Intermediate	35.50319488817891	HG01980	PEL	AMR	female
HG01982	1.08483697	High	84.62460063897763	HG01982	PEL	AMR	male
HG01985	0.8901095020000002	Intermediate	63.418530351437695	HG01985	ACB	AFR	female
HG01986	0.5756256700000001	Intermediate	34.66453674121406	HG01986	ACB	AFR	male
HG01988	0.62611175	Intermediate	38.73801916932907	HG01988	ACB	AFR	male
HG01989	1.0546415	High	81.90894568690096	HG01989	ACB	AFR	female
HG01990	1.17711386	High	92.21246006389777	HG01990	ACB	AFR	male
HG01991	0.87381794	Intermediate	61.34185303514377	HG01991	PEL	AMR	male
HG01992	1.17764377	High	92.2523961661342	HG01992	PEL	AMR	female
HG01997	1.2248567300000002	High	95.08785942492013	HG01997	PEL	AMR	female
HG02002	0.8814811399999999	Intermediate	62.26038338658147	HG02002	PEL	AMR	male
HG02003	1.11585455	High	87.22044728434504	HG02003	PEL	AMR	female
HG02006	0.7337056091	Intermediate	48.1629392971246	HG02006	PEL	AMR	female
HG02008	0.997052175	Intermediate	76.23801916932908	HG02008	PEL	AMR	male
HG02009	0.7646097899999998	Intermediate	50.5591054313099	HG02009	ACB	AFR	male
HG02010	0.796641211	Intermediate	53.314696485623	HG02010	ACB	AFR	female
HG02012	0.8667212849999998	Intermediate	60.50319488817891	HG02012	ACB	AFR	female
HG02013	0.97888979	Intermediate	74.56070287539937	HG02013	ACB	AFR	male
HG02014	0.7894995836	Intermediate	52.595846645367416	HG02014	ACB	AFR	male
HG02016	1.16432006	High	91.5335463258786	HG02016	KHV	EAS	female
HG02017	0.6822008299999999	Intermediate	43.170926517571885	HG02017	KHV	EAS	male
HG02019	0.7467862400000002	Intermediate	49.4408945686901	HG02019	KHV	EAS	female
HG02020	0.705115709	Intermediate	45.72683706070288	HG02020	KHV	EAS	male
HG02023	1.00675671	Intermediate	77.47603833865814	HG02023	KHV	EAS	male
HG02025	0.8759978000000002	Intermediate	61.66134185303515	HG02025	KHV	EAS	female
HG02026	0.99211254	Intermediate	75.59904153354633	HG02026	KHV	EAS	male
HG02028	0.8869756200000001	Intermediate	63.019169329073485	HG02028	KHV	EAS	female
HG02029	0.536605958	Intermediate	31.509584664536742	HG02029	KHV	EAS	male
HG02031	0.8295795810000001	Intermediate	56.46964856230032	HG02031	KHV	EAS	female
HG02032	1.11130732	High	87.02076677316293	HG02032	KHV	EAS	male
HG02035	0.4511993389999998	Intermediate	26.8370607028754	HG02035	KHV	EAS	male
HG02040	0.8963188999999997	Intermediate	64.25718849840256	HG02040	KHV	EAS	male
HG02047	0.91307562	Intermediate	66.49361022364218	HG02047	KHV	EAS	male
HG02048	1.2021182599999998	High	93.80990415335462	HG02048	KHV	EAS	female
HG02049	0.843128752	Intermediate	57.74760383386581	HG02049	KHV	EAS	female
HG02050	1.083183515	High	84.3849840255591	HG02050	KHV	EAS	male
HG02051	0.91183188	Intermediate	66.3338658146965	HG02051	ACB	AFR	male
HG02052	0.94133603	Intermediate	69.96805111821087	HG02052	ACB	AFR	female
HG02053	0.86070992	Intermediate	59.7444089456869	HG02053	ACB	AFR	male
HG02054	1.05482507	High	81.9888178913738	HG02054	ACB	AFR	female
HG02057	0.6287017529999998	Intermediate	38.89776357827476	HG02057	KHV	EAS	female
HG02058	0.92209518	Intermediate	67.53194888178913	HG02058	KHV	EAS	male
HG02060	0.85879437	Intermediate	59.54472843450479	HG02060	KHV	EAS	female
HG02061	0.917053951	Intermediate	67.05271565495208	HG02061	KHV	EAS	male
HG02064	0.6738875199999999	Intermediate	42.412140575079874	HG02064	KHV	EAS	male
HG02067	0.95000436	Intermediate	70.84664536741214	HG02067	KHV	EAS	male
HG02069	0.62488784	Intermediate	38.61821086261981	HG02069	KHV	EAS	female
HG02070	1.12306719	High	88.0591054313099	HG02070	KHV	EAS	male
HG02072	0.59619602	Intermediate	36.34185303514377	HG02072	KHV	EAS	female
HG02073	0.7965571109999999	Intermediate	53.27476038338658	HG02073	KHV	EAS	male
HG02075	1.0233129200000002	Intermediate	79.2332268370607	HG02075	KHV	EAS	female
HG02076	0.3553606899999999	Intermediate	21.40575079872205	HG02076	KHV	EAS	male
HG02078	0.7390993600000001	Intermediate	48.7220447284345	HG02078	KHV	EAS	female
HG02079	0.4843612600000002	Intermediate	28.27476038338658	HG02079	KHV	EAS	male
HG02081	0.49516519	Intermediate	28.753993610223645	HG02081	KHV	EAS	female
HG02082	0.61710779	Intermediate	38.019169329073485	HG02082	KHV	EAS	male
HG02084	0.8428283200000001	Intermediate	57.66773162939297	HG02084	KHV	EAS	female
HG02085	0.7093317	Intermediate	46.28594249201278	HG02085	KHV	EAS	male
HG02086	0.59047243	Intermediate	35.902555910543136	HG02086	KHV	EAS	female
HG02087	0.696356548	Intermediate	44.52875399361022	HG02087	KHV	EAS	female
HG02088	0.8981140599999999	Intermediate	64.5367412140575	HG02088	KHV	EAS	male
HG02089	0.984899426	Intermediate	75.0	HG02089	PEL	AMR	female
HG02090	0.6695050699999999	Intermediate	42.0926517571885	HG02090	PEL	AMR	male
HG02095	1.0464256499999998	High	81.26996805111821	HG02095	ACB	AFR	female
HG02102	1.0314433559999998	Intermediate	79.75239616613419	HG02102	PEL	AMR	female
HG02104	1.1808724399999997	High	92.57188498402556	HG02104	PEL	AMR	male
HG02105	0.7862572500000001	Intermediate	52.39616613418531	HG02105	PEL	AMR	female
HG02107	1.0988916899999996	High	86.14217252396166	HG02107	ACB	AFR	male
HG02108	0.6623838799999998	Intermediate	41.61341853035144	HG02108	ACB	AFR	female
HG02111	1.26226874	High	96.08626198083068	HG02111	ACB	AFR	female
HG02113	0.7309111	Intermediate	47.88338658146965	HG02113	KHV	EAS	female
HG02116	1.1619138299999998	High	91.3338658146965	HG02116	KHV	EAS	male
HG02121	1.2327281699999997	High	95.28753993610223	HG02121	KHV	EAS	female
HG02122	0.5121309500000002	Intermediate	29.83226837060703	HG02122	KHV	EAS	male
HG02127	0.64573775	Intermediate	39.77635782747604	HG02127	KHV	EAS	female
HG02128	0.7421518899999999	Intermediate	49.04153354632588	HG02128	KHV	EAS	male
HG02130	0.6427622299999998	Intermediate	39.57667731629393	HG02130	KHV	EAS	female
HG02131	1.1251181	High	88.33865814696486	HG02131	KHV	EAS	male
HG02133	0.6981798200000001	Intermediate	44.88817891373802	HG02133	KHV	EAS	female
HG02134	0.5129476100000001	Intermediate	29.95207667731629	HG02134	KHV	EAS	male
HG02136	0.8249330500000001	Intermediate	55.91054313099042	HG02136	KHV	EAS	female
HG02137	1.1534466092000002	High	90.57507987220448	HG02137	KHV	EAS	male
HG02138	0.5780481000000001	Intermediate	34.90415335463259	HG02138	KHV	EAS	male
HG02139	0.855866918	Intermediate	59.10543130990416	HG02139	KHV	EAS	female
HG02140	0.8957373799999998	Intermediate	64.1373801916933	HG02140	KHV	EAS	female
HG02141	1.09375865	High	85.4632587859425	HG02141	KHV	EAS	male
HG02142	0.5868819499999999	Intermediate	35.58306709265175	HG02142	KHV	EAS	female
HG02143	0.6764462399999998	Intermediate	42.73162939297125	HG02143	ACB	AFR	male
HG02144	1.10943837	High	86.82108626198082	HG02144	ACB	AFR	female
HG02146	1.0414936499999996	High	80.63099041533548	HG02146	PEL	AMR	male
HG02147	0.91646629	Intermediate	66.85303514376997	HG02147	PEL	AMR	female
HG02150	0.8274369200000001	Intermediate	56.23003194888179	HG02150	PEL	AMR	male
HG02151	1.083191248	High	84.42492012779552	HG02151	CDX	EAS	female
HG02152	0.5628266179999999	Intermediate	33.426517571884986	HG02152	CDX	EAS	female
HG02153	0.6498387100000002	Intermediate	40.21565495207668	HG02153	CDX	EAS	female
HG02154	0.7767962500000001	Intermediate	51.39776357827476	HG02154	CDX	EAS	female
HG02155	0.5459021099999999	Intermediate	32.46805111821086	HG02155	CDX	EAS	female
HG02156	0.59873451	Intermediate	36.54153354632588	HG02156	CDX	EAS	female
HG02164	0.6859399900000002	Intermediate	43.45047923322684	HG02164	CDX	EAS	female
HG02165	1.1384732	High	89.25718849840256	HG02165	CDX	EAS	female
HG02166	0.9213363799999998	Intermediate	67.41214057507987	HG02166	CDX	EAS	female
HG02178	0.8677774	Intermediate	60.62300319488818	HG02178	CDX	EAS	female
HG02179	1.0293802499999998	Intermediate	79.67252396166134	HG02179	CDX	EAS	female
HG02180	0.75008158	Intermediate	49.56070287539936	HG02180	CDX	EAS	female
HG02181	1.0877024990000002	High	84.90415335463258	HG02181	CDX	EAS	female
HG02182	1.07748806	High	83.94568690095848	HG02182	CDX	EAS	female
HG02184	0.18700207	Low	14.057507987220449	HG02184	CDX	EAS	female
HG02185	0.60749175	Intermediate	37.260383386581466	HG02185	CDX	EAS	female
HG02186	0.71271469	Intermediate	46.525559105431306	HG02186	CDX	EAS	female
HG02187	0.8127628	Intermediate	54.7923322683706	HG02187	CDX	EAS	female
HG02188	1.1259446	High	88.4185303514377	HG02188	CDX	EAS	female
HG02190	0.97466906	Intermediate	74.16134185303514	HG02190	CDX	EAS	female
HG02215	0.3443270499999999	Intermediate	21.04632587859425	HG02215	GBR	EUR	female
HG02219	0.105759772	Low	10.982428115015974	HG02219	IBS	EUR	male
HG02220	0.16391229	Low	13.019169329073485	HG02220	IBS	EUR	female
HG02221	0.31241575	Low	19.169329073482427	HG02221	IBS	EUR	male
HG02223	0.4889235860000001	Intermediate	28.47444089456869	HG02223	IBS	EUR	female
HG02224	-0.0086449099999999	Low	7.308306709265176	HG02224	IBS	EUR	male
HG02230	0.6194866700000001	Intermediate	38.17891373801917	HG02230	IBS	EUR	female
HG02231	-0.546249234	Low	0.1198083067092651	HG02231	IBS	EUR	male
HG02232	0.1609617799999999	Low	12.899361022364216	HG02232	IBS	EUR	female
HG02233	0.0951657	Low	10.702875399361025	HG02233	IBS	EUR	male
HG02235	-0.2521608999999999	Low	2.515974440894569	HG02235	IBS	EUR	female
HG02236	-0.167423143	Low	3.594249201277956	HG02236	IBS	EUR	male
HG02238	0.3022797499999999	Low	18.69009584664537	HG02238	IBS	EUR	male
HG02239	-0.10489114	Low	4.792332268370607	HG02239	IBS	EUR	female
HG02250	0.7188101600000001	Intermediate	46.92492012779553	HG02250	CDX	EAS	male
HG02252	0.6600967366999998	Intermediate	41.253993610223645	HG02252	PEL	AMR	female
HG02253	0.5554665699999999	Intermediate	33.02715654952076	HG02253	PEL	AMR	male
HG02255	0.90293527	Intermediate	65.45527156549521	HG02255	ACB	AFR	male
HG02256	0.5698676299999998	Intermediate	34.14536741214057	HG02256	ACB	AFR	female
HG02259	0.97645826	Intermediate	74.36102236421725	HG02259	PEL	AMR	male
HG02260	1.04145411	High	80.59105431309904	HG02260	PEL	AMR	female
HG02262	1.4066034	High	99.12140575079871	HG02262	PEL	AMR	male
HG02265	1.022300306	Intermediate	79.15335463258786	HG02265	PEL	AMR	male
HG02266	1.31421986	High	97.92332268370608	HG02266	PEL	AMR	female
HG02271	0.90042783	Intermediate	64.93610223642172	HG02271	PEL	AMR	male
HG02272	0.91966734	Intermediate	67.2923322683706	HG02272	PEL	AMR	female
HG02274	1.2191582099999998	High	94.6485623003195	HG02274	PEL	AMR	male
HG02275	1.21062353	High	94.04952076677316	HG02275	PEL	AMR	female
HG02277	0.74040044	Intermediate	48.80191693290735	HG02277	PEL	AMR	male
HG02278	0.671659213	Intermediate	42.25239616613419	HG02278	PEL	AMR	female
HG02281	1.1628513399999996	High	91.45367412140575	HG02281	ACB	AFR	male
HG02282	0.781425596	Intermediate	51.876996805111816	HG02282	ACB	AFR	female
HG02283	0.8241997500000001	Intermediate	55.75079872204473	HG02283	ACB	AFR	male
HG02284	0.44099445	Intermediate	26.158146964856236	HG02284	ACB	AFR	male
HG02285	0.7540320399999999	Intermediate	49.760383386581466	HG02285	PEL	AMR	male
HG02286	1.1504432019999995	High	90.29552715654953	HG02286	PEL	AMR	female
HG02291	0.98482542	Intermediate	74.96006389776358	HG02291	PEL	AMR	male
HG02292	0.89458577	Intermediate	64.01757188498402	HG02292	PEL	AMR	female
HG02298	0.8415140200000002	Intermediate	57.62779552715654	HG02298	PEL	AMR	female
HG02299	0.6268409540000001	Intermediate	38.777955271565496	HG02299	PEL	AMR	male
HG02301	0.41855545	Intermediate	25.03993610223642	HG02301	PEL	AMR	female
HG02304	1.0052332	Intermediate	77.23642172523961	HG02304	PEL	AMR	male
HG02307	1.1603167	High	91.1341853035144	HG02307	ACB	AFR	male
HG02308	0.8635638600000003	Intermediate	60.02396166134185	HG02308	ACB	AFR	female
HG02309	0.8951411899999999	Intermediate	64.05750798722045	HG02309	ACB	AFR	female
HG02312	0.7168973200000001	Intermediate	46.80511182108626	HG02312	PEL	AMR	female
HG02314	0.94897262	Intermediate	70.72683706070288	HG02314	ACB	AFR	male
HG02315	0.95488867	Intermediate	71.28594249201278	HG02315	ACB	AFR	female
HG02317	0.92780073	Intermediate	68.17092651757189	HG02317	ACB	AFR	male
HG02318	1.134041489999999	High	89.1773162939297	HG02318	ACB	AFR	female
HG02322	0.85870133	Intermediate	59.50479233226837	HG02322	ACB	AFR	female
HG02323	1.006383171	Intermediate	77.39616613418531	HG02323	ACB	AFR	male
HG02325	1.219824883	High	94.72843450479232	HG02325	ACB	AFR	female
HG02330	1.4147323299999996	High	99.241214057508	HG02330	ACB	AFR	male
HG02332	0.892399947	Intermediate	63.69808306709265	HG02332	ACB	AFR	male
HG02334	0.6502159160000002	Intermediate	40.2555910543131	HG02334	ACB	AFR	male
HG02337	0.91396475	Intermediate	66.57348242811501	HG02337	ACB	AFR	female
HG02339	0.98982046	Intermediate	75.39936102236422	HG02339	ACB	AFR	female
HG02343	0.7398255573799998	Intermediate	48.76198083067093	HG02343	ACB	AFR	male
HG02345	0.363991925	Intermediate	21.685303514377	HG02345	PEL	AMR	female
HG02348	0.8803054200000002	Intermediate	62.02076677316294	HG02348	PEL	AMR	female
HG02351	0.78984809	Intermediate	52.67571884984026	HG02351	CDX	EAS	male
HG02353	0.9598568700000002	Intermediate	72.08466453674122	HG02353	CDX	EAS	male
HG02355	0.90957833	Intermediate	66.13418530351439	HG02355	CDX	EAS	male
HG02356	0.7570457700000001	Intermediate	50.039936102236425	HG02356	CDX	EAS	male
HG02360	1.1082962	High	86.74121405750799	HG02360	CDX	EAS	male
HG02364	0.8434883100000001	Intermediate	57.78753993610224	HG02364	CDX	EAS	male
HG02367	0.58361207	Intermediate	35.42332268370607	HG02367	CDX	EAS	male
HG02371	0.99525989	Intermediate	76.03833865814697	HG02371	CDX	EAS	male
HG02373	0.7551935999999999	Intermediate	49.80031948881789	HG02373	CDX	EAS	male
HG02374	0.69696042	Intermediate	44.72843450479233	HG02374	CDX	EAS	male
HG02375	0.35469574	Intermediate	21.365814696485625	HG02375	CDX	EAS	male
HG02379	0.6756400100000001	Intermediate	42.61182108626198	HG02379	CDX	EAS	male
HG02380	0.7269180700000001	Intermediate	47.56389776357828	HG02380	CDX	EAS	male
HG02382	1.121936044	High	87.89936102236422	HG02382	CDX	EAS	male
HG02383	1.145503547	High	89.77635782747603	HG02383	CDX	EAS	male
HG02384	0.92820642	Intermediate	68.21086261980831	HG02384	CDX	EAS	male
HG02385	1.0955106800000003	High	85.8226837060703	HG02385	CDX	EAS	male
HG02386	1.0016755000000002	Intermediate	76.75718849840256	HG02386	CDX	EAS	male
HG02389	0.8577185200000003	Intermediate	59.38498402555911	HG02389	CDX	EAS	male
HG02390	0.8229342900000001	Intermediate	55.59105431309904	HG02390	CDX	EAS	male
HG02391	0.3818829699999999	Intermediate	22.803514376996805	HG02391	CDX	EAS	male
HG02392	0.6304107999999999	Intermediate	39.05750798722045	HG02392	CDX	EAS	male
HG02394	0.6813693299999999	Intermediate	43.05111821086262	HG02394	CDX	EAS	male
HG02395	0.523798147	Intermediate	30.551118210862622	HG02395	CDX	EAS	male
HG02396	1.2102839600000002	High	94.00958466453672	HG02396	CDX	EAS	male
HG02397	1.003400053	Intermediate	77.0367412140575	HG02397	CDX	EAS	male
HG02398	1.00291068	Intermediate	76.95686900958466	HG02398	CDX	EAS	male
HG02399	0.679888104	Intermediate	42.89137380191693	HG02399	CDX	EAS	male
HG02401	0.85828956	Intermediate	59.46485623003195	HG02401	CDX	EAS	male
HG02402	0.8162152000000001	Intermediate	55.03194888178914	HG02402	CDX	EAS	male
HG02406	1.1031938799999998	High	86.50159744408946	HG02406	CDX	EAS	male
HG02407	0.6993732	Intermediate	44.96805111821086	HG02407	CDX	EAS	male
HG02408	1.2689910400000002	High	96.3258785942492	HG02408	CDX	EAS	male
HG02409	0.6487416599999998	Intermediate	40.09584664536741	HG02409	CDX	EAS	male
HG02410	0.93403441	Intermediate	68.88977635782749	HG02410	CDX	EAS	male
HG02419	0.8993988400000003	Intermediate	64.81629392971246	HG02419	ACB	AFR	female
HG02420	0.472472683	Intermediate	27.71565495207668	HG02420	ACB	AFR	male
HG02425	0.8074448500000001	Intermediate	54.113418530351446	HG02425	PEL	AMR	female
HG02427	1.3242039999999995	High	98.24281150159744	HG02427	ACB	AFR	female
HG02429	1.2618609400000005	High	96.00638977635782	HG02429	ACB	AFR	male
HG02433	1.44275234	High	99.48083067092652	HG02433	ACB	AFR	male
HG02439	0.77238214	Intermediate	51.19808306709265	HG02439	ACB	AFR	male
HG02442	0.89056977	Intermediate	63.49840255591054	HG02442	ACB	AFR	male
HG02445	0.93211859	Intermediate	68.53035143769968	HG02445	ACB	AFR	male
HG02449	0.9117879	Intermediate	66.29392971246007	HG02449	ACB	AFR	male
HG02450	0.89095497	Intermediate	63.61821086261981	HG02450	ACB	AFR	female
HG02455	0.7211486	Intermediate	47.04472843450479	HG02455	ACB	AFR	male
HG02461	0.9560114079999998	Intermediate	71.44568690095848	HG02461	GWD	AFR	male
HG02462	1.02317954	Intermediate	79.19329073482429	HG02462	GWD	AFR	female
HG02464	1.2629407899999998	High	96.1261980830671	HG02464	GWD	AFR	male
HG02465	1.0694818899999998	High	83.18690095846645	HG02465	GWD	AFR	female
HG02470	0.9623676499999998	Intermediate	72.60383386581469	HG02470	ACB	AFR	male
HG02471	0.957202467	Intermediate	71.64536741214057	HG02471	ACB	AFR	female
HG02476	1.12217686	High	87.93929712460063	HG02476	ACB	AFR	female
HG02477	0.904178409	Intermediate	65.57507987220448	HG02477	ACB	AFR	female
HG02479	0.91706424	Intermediate	67.0926517571885	HG02479	ACB	AFR	female
HG02481	1.2929798	High	97.36421725239616	HG02481	ACB	AFR	male
HG02484	1.01211036	Intermediate	78.1150159744409	HG02484	ACB	AFR	male
HG02485	0.8621823000000002	Intermediate	59.90415335463258	HG02485	ACB	AFR	female
HG02489	0.9169168460000002	Intermediate	67.01277955271566	HG02489	ACB	AFR	male
HG02490	0.6131625	Intermediate	37.819488817891376	HG02490	PJL	SAS	male
HG02491	0.8376580460000002	Intermediate	57.22843450479233	HG02491	PJL	SAS	female
HG02493	0.45743284	Intermediate	27.23642172523962	HG02493	PJL	SAS	male
HG02494	1.00474728	Intermediate	77.1964856230032	HG02494	PJL	SAS	female
HG02496	0.72819857	Intermediate	47.68370607028754	HG02496	ACB	AFR	male
HG02497	0.91520028	Intermediate	66.69329073482429	HG02497	ACB	AFR	female
HG02501	0.79421343	Intermediate	53.03514376996805	HG02501	ACB	AFR	male
HG02502	0.93047309	Intermediate	68.45047923322683	HG02502	ACB	AFR	female
HG02505	1.02011145	Intermediate	78.79392971246007	HG02505	ACB	AFR	female
HG02508	1.0814796399999995	High	84.185303514377	HG02508	ACB	AFR	female
HG02511	0.9704570600000002	Intermediate	73.48242811501598	HG02511	ACB	AFR	female
HG02512	0.8541790000000001	Intermediate	58.70607028753994	HG02512	KHV	EAS	male
HG02513	1.1831897	High	92.69169329073482	HG02513	KHV	EAS	female
HG02521	1.1326908499999997	High	88.93769968051119	HG02521	KHV	EAS	male
HG02522	0.89993493	Intermediate	64.89616613418531	HG02522	KHV	EAS	female
HG02536	0.5951233300000001	Intermediate	36.18210862619809	HG02536	ACB	AFR	male
