IID	PRS	PRS_Risk_Group	PRS_Percentile	sample	pop	super_pop	gender
HG02537	1.1319945900000004	High	88.85782747603834	HG02537	ACB	AFR	female
HG02541	0.6840352199999999	Intermediate	43.33067092651757	HG02541	ACB	AFR	male
HG02545	0.6968247099999999	Intermediate	44.608626198083066	HG02545	ACB	AFR	male
HG02546	0.905751705	Intermediate	65.69488817891373	HG02546	ACB	AFR	female
HG02549	1.085201086	High	84.66453674121406	HG02549	ACB	AFR	female
HG02554	0.6819510999999999	Intermediate	43.13099041533546	HG02554	ACB	AFR	male
HG02555	1.02737557555	Intermediate	79.55271565495208	HG02555	ACB	AFR	female
HG02557	0.8038894499999999	Intermediate	53.6741214057508	HG02557	ACB	AFR	male
HG02558	0.93748332	Intermediate	69.36900958466452	HG02558	ACB	AFR	female
HG02561	1.3294982	High	98.44249201277955	HG02561	GWD	AFR	male
HG02562	1.127759739	High	88.53833865814697	HG02562	GWD	AFR	female
HG02568	0.98491035	Intermediate	75.03993610223642	HG02568	GWD	AFR	female
HG02570	0.8959268100000001	Intermediate	64.21725239616613	HG02570	GWD	AFR	male
HG02571	0.8815440809999999	Intermediate	62.30031948881789	HG02571	GWD	AFR	female
HG02573	0.9532433	Intermediate	71.1661341853035	HG02573	GWD	AFR	male
HG02574	1.2999979000000002	High	97.52396166134186	HG02574	GWD	AFR	female
HG02577	0.5663409199999999	Intermediate	33.825878594249204	HG02577	ACB	AFR	female
HG02580	0.8164553070000001	Intermediate	55.07188498402555	HG02580	ACB	AFR	female
HG02582	0.86343571	Intermediate	59.98402555910543	HG02582	GWD	AFR	male
HG02583	1.3146653999999995	High	97.9632587859425	HG02583	GWD	AFR	female
HG02585	0.9092545840000004	Intermediate	66.05431309904152	HG02585	GWD	AFR	male
HG02586	0.8530624800000002	Intermediate	58.58626198083067	HG02586	GWD	AFR	female
HG02588	0.8690847699999998	Intermediate	60.74281150159745	HG02588	GWD	AFR	male
HG02589	0.9982566007	Intermediate	76.4776357827476	HG02589	GWD	AFR	female
HG02594	0.84291567	Intermediate	57.7076677316294	HG02594	GWD	AFR	male
HG02595	1.1808603599999998	High	92.53194888178912	HG02595	GWD	AFR	female
HG02597	0.3772506919999999	Intermediate	22.44408945686901	HG02597	PJL	SAS	male
HG02600	0.65497121	Intermediate	40.73482428115016	HG02600	PJL	SAS	male
HG02601	0.78767932	Intermediate	52.47603833865815	HG02601	PJL	SAS	female
HG02603	0.5959601399999999	Intermediate	36.2220447284345	HG02603	PJL	SAS	male
HG02604	0.85894599	Intermediate	59.62460063897763	HG02604	PJL	SAS	female
HG02610	1.3660364100000004	High	98.80191693290736	HG02610	GWD	AFR	male
HG02611	1.0924863400000002	High	85.34345047923323	HG02611	GWD	AFR	female
HG02613	0.56554913	Intermediate	33.66613418530351	HG02613	GWD	AFR	male
HG02614	1.3204037700000002	High	98.1629392971246	HG02614	GWD	AFR	female
HG02620	0.94495454	Intermediate	70.32747603833866	HG02620	GWD	AFR	male
HG02621	1.07935293	High	84.06549520766772	HG02621	GWD	AFR	female
HG02623	0.84736857	Intermediate	57.98722044728435	HG02623	GWD	AFR	male
HG02624	1.1324976800000002	High	88.89776357827476	HG02624	GWD	AFR	female
HG02628	0.82863716	Intermediate	56.30990415335463	HG02628	GWD	AFR	male
HG02629	0.96045394	Intermediate	72.16453674121406	HG02629	GWD	AFR	female
HG02634	0.94103638	Intermediate	69.84824281150159	HG02634	GWD	AFR	male
HG02635	0.50099644	Intermediate	29.153354632587856	HG02635	GWD	AFR	female
HG02642	1.0321379859999995	Intermediate	79.87220447284345	HG02642	GWD	AFR	male
HG02643	1.037490197	High	80.31150159744409	HG02643	GWD	AFR	female
HG02645	0.7408311900000001	Intermediate	48.96166134185304	HG02645	GWD	AFR	male
HG02646	0.7041674499999998	Intermediate	45.56709265175719	HG02646	GWD	AFR	female
HG02648	0.92023023	Intermediate	67.33226837060703	HG02648	PJL	SAS	male
HG02649	0.40736672	Intermediate	24.440894568690094	HG02649	PJL	SAS	female
HG02651	0.85549126	Intermediate	58.98562300319489	HG02651	PJL	SAS	male
HG02652	0.52514734	Intermediate	30.670926517571885	HG02652	PJL	SAS	female
HG02654	0.8833412479999999	Intermediate	62.61980830670927	HG02654	PJL	SAS	male
HG02655	0.398806904	Intermediate	23.881789137380192	HG02655	PJL	SAS	female
HG02657	0.51192338	Intermediate	29.792332268370608	HG02657	PJL	SAS	male
HG02658	0.56677808	Intermediate	33.86581469648562	HG02658	PJL	SAS	female
HG02660	0.8986190999999999	Intermediate	64.65654952076677	HG02660	PJL	SAS	male
HG02661	0.8570646000000003	Intermediate	59.26517571884984	HG02661	PJL	SAS	female
HG02666	1.0685137099999995	High	83.1070287539936	HG02666	GWD	AFR	male
HG02667	1.070254318	High	83.2667731629393	HG02667	GWD	AFR	female
HG02675	1.0895593800000003	High	85.18370607028754	HG02675	GWD	AFR	male
HG02676	1.00933587	Intermediate	77.7555910543131	HG02676	GWD	AFR	female
HG02678	0.6497728039999999	Intermediate	40.17571884984025	HG02678	GWD	AFR	male
HG02679	0.8669534999999999	Intermediate	60.54313099041534	HG02679	GWD	AFR	female
HG02681	0.4125405499999999	Intermediate	24.76038338658147	HG02681	PJL	SAS	male
HG02682	0.6296845199999999	Intermediate	38.977635782747605	HG02682	PJL	SAS	female
HG02684	0.2121125499999999	Low	14.85623003194888	HG02684	PJL	SAS	male
HG02685	0.6183880999999999	Intermediate	38.13897763578275	HG02685	PJL	SAS	female
HG02687	0.83119422	Intermediate	56.629392971246006	HG02687	PJL	SAS	male
HG02688	0.4418399600000001	Intermediate	26.277955271565496	HG02688	PJL	SAS	female
HG02690	0.5984432980000001	Intermediate	36.501597444089455	HG02690	PJL	SAS	male
HG02691	0.4824208600000001	Intermediate	28.154952076677315	HG02691	PJL	SAS	female
HG02694	0.494035243	Intermediate	28.6741214057508	HG02694	PJL	SAS	female
HG02696	0.501787038	Intermediate	29.233226837060705	HG02696	PJL	SAS	male
HG02697	0.89383184	Intermediate	63.93769968051119	HG02697	PJL	SAS	female
HG02699	0.33950583	Intermediate	20.726837060702877	HG02699	PJL	SAS	male
HG02700	0.60967671	Intermediate	37.53993610223642	HG02700	PJL	SAS	female
HG02702	1.0667484	High	82.86741214057508	HG02702	GWD	AFR	male
HG02703	1.0706021659999998	High	83.34664536741214	HG02703	GWD	AFR	female
HG02715	1.216325	High	94.4488817891374	HG02715	GWD	AFR	male
HG02716	1.0115184700000002	Intermediate	77.99520766773162	HG02716	GWD	AFR	female
HG02721	1.26622462	High	96.28594249201278	HG02721	GWD	AFR	male
HG02722	1.1777628999999998	High	92.2923322683706	HG02722	GWD	AFR	female
HG02724	0.5773008	Intermediate	34.864217252396166	HG02724	PJL	SAS	male
HG02725	0.5763348000000001	Intermediate	34.7444089456869	HG02725	PJL	SAS	female
HG02727	0.36782359	Intermediate	21.924920127795527	HG02727	PJL	SAS	male
HG02728	0.4599508499999999	Intermediate	27.35623003194888	HG02728	PJL	SAS	female
HG02731	0.8804670520000002	Intermediate	62.060702875399365	HG02731	PJL	SAS	female
HG02733	0.51326247	Intermediate	30.031948881789138	HG02733	PJL	SAS	male
HG02734	0.229658748	Low	15.575079872204473	HG02734	PJL	SAS	female
HG02736	0.85698349	Intermediate	59.185303514377	HG02736	PJL	SAS	male
HG02737	0.4386703719999999	Intermediate	25.958466453674124	HG02737	PJL	SAS	female
HG02756	0.9823665	Intermediate	74.76038338658148	HG02756	GWD	AFR	male
HG02757	1.1227388399999998	High	88.01916932907349	HG02757	GWD	AFR	female
HG02759	0.92756463	Intermediate	68.13099041533548	HG02759	GWD	AFR	male
HG02760	0.732325948	Intermediate	48.00319488817891	HG02760	GWD	AFR	female
HG02763	1.1237003799999998	High	88.21884984025559	HG02763	GWD	AFR	female
HG02768	1.1782092399999995	High	92.37220447284344	HG02768	GWD	AFR	male
HG02769	1.3786439219999995	High	98.9217252396166	HG02769	GWD	AFR	female
HG02771	1.0944288999999998	High	85.62300319488818	HG02771	GWD	AFR	male
HG02772	1.055518944	High	82.06869009584665	HG02772	GWD	AFR	female
HG02774	0.3788957300000001	Intermediate	22.52396166134185	HG02774	PJL	SAS	male
HG02775	0.9270006	Intermediate	68.0111821086262	HG02775	PJL	SAS	female
HG02778	0.63987122	Intermediate	39.41693290734825	HG02778	PJL	SAS	female
HG02780	0.30701743	Low	18.929712460063897	HG02780	PJL	SAS	male
HG02783	0.65390256	Intermediate	40.53514376996805	HG02783	PJL	SAS	male
HG02784	0.2414679199999999	Low	16.1741214057508	HG02784	PJL	SAS	female
HG02786	0.74062053	Intermediate	48.84185303514377	HG02786	PJL	SAS	male
HG02787	0.90081616	Intermediate	65.05591054313099	HG02787	PJL	SAS	female
HG02789	0.9552437	Intermediate	71.36581469648561	HG02789	PJL	SAS	male
HG02790	0.2197712899999999	Low	15.05591054313099	HG02790	PJL	SAS	female
HG02792	1.0543591599999995	High	81.86900958466452	HG02792	PJL	SAS	male
HG02793	0.763564317	Intermediate	50.47923322683706	HG02793	PJL	SAS	female
HG02798	1.1404164399999996	High	89.45686900958466	HG02798	GWD	AFR	male
HG02799	1.194246006	High	93.21086261980832	HG02799	GWD	AFR	female
HG02804	1.0072784	Intermediate	77.55591054313099	HG02804	GWD	AFR	male
HG02805	1.0456872	High	81.15015974440894	HG02805	GWD	AFR	female
HG02807	0.8671485140000001	Intermediate	60.58306709265175	HG02807	GWD	AFR	male
HG02808	0.720222104	Intermediate	46.96485623003195	HG02808	GWD	AFR	female
HG02810	0.7565264900000002	Intermediate	50.0	HG02810	GWD	AFR	male
HG02811	0.84410507	Intermediate	57.82747603833865	HG02811	GWD	AFR	female
HG02813	0.9150151000000002	Intermediate	66.65335463258786	HG02813	GWD	AFR	male
HG02814	1.1510114599999994	High	90.37539936102236	HG02814	GWD	AFR	female
HG02816	1.196648799	High	93.41054313099042	HG02816	GWD	AFR	male
HG02817	1.2213619200000003	High	94.80830670926518	HG02817	GWD	AFR	female
HG02819	1.0485292999999998	High	81.46964856230032	HG02819	GWD	AFR	male
HG02820	1.2205893	High	94.76837060702876	HG02820	GWD	AFR	female
HG02836	1.13405031	High	89.21725239616613	HG02836	GWD	AFR	male
HG02837	1.0574698331	High	82.1485623003195	HG02837	GWD	AFR	female
HG02839	1.4403699899999998	High	99.40095846645367	HG02839	GWD	AFR	male
HG02840	1.01466307	Intermediate	78.314696485623	HG02840	GWD	AFR	female
HG02851	0.9465399300000004	Intermediate	70.56709265175719	HG02851	GWD	AFR	male
HG02852	1.0762747299999995	High	83.8258785942492	HG02852	GWD	AFR	female
HG02854	1.0834215100000002	High	84.50479233226838	HG02854	GWD	AFR	male
HG02855	1.3116078499999997	High	97.7635782747604	HG02855	GWD	AFR	female
HG02860	0.84852415	Intermediate	58.1070287539936	HG02860	GWD	AFR	male
HG02861	0.70447507	Intermediate	45.60702875399361	HG02861	GWD	AFR	female
HG02870	1.15737747	High	90.85463258785944	HG02870	GWD	AFR	female
HG02878	1.0703710053999995	High	83.30670926517571	HG02878	GWD	AFR	male
HG02879	0.94832595	Intermediate	70.64696485623003	HG02879	GWD	AFR	female
HG02881	1.01417178	Intermediate	78.27476038338658	HG02881	GWD	AFR	male
HG02882	1.1805383599999997	High	92.4520766773163	HG02882	GWD	AFR	female
HG02884	1.1588436999999998	High	91.01437699680513	HG02884	GWD	AFR	male
HG02885	1.12048443	High	87.69968051118211	HG02885	GWD	AFR	female
HG02887	0.9674480799999998	Intermediate	73.20287539936102	HG02887	GWD	AFR	male
HG02888	1.01567952	Intermediate	78.43450479233228	HG02888	GWD	AFR	female
HG02890	0.6763831799999999	Intermediate	42.691693290734825	HG02890	GWD	AFR	male
HG02891	1.20585571	High	93.9297124600639	HG02891	GWD	AFR	female
HG02895	0.9644405	Intermediate	72.8035143769968	HG02895	GWD	AFR	male
HG02896	0.96271739	Intermediate	72.68370607028754	HG02896	GWD	AFR	female
HG02922	1.10757163	High	86.70127795527156	HG02922	ESN	AFR	female
HG02923	0.97167387	Intermediate	73.7220447284345	HG02923	ESN	AFR	male
HG02938	1.3288489199999998	High	98.40255591054311	HG02938	ESN	AFR	male
HG02941	0.986426288	Intermediate	75.19968051118211	HG02941	ESN	AFR	male
HG02943	1.5669371900000004	High	99.92012779552716	HG02943	ESN	AFR	female
HG02944	1.28896565	High	97.2444089456869	HG02944	ESN	AFR	male
HG02946	1.1401653299999996	High	89.41693290734824	HG02946	ESN	AFR	female
HG02947	1.10905574	High	86.78115015974441	HG02947	ESN	AFR	male
HG02952	1.27068019	High	96.3658146964856	HG02952	ESN	AFR	female
HG02953	1.13372721	High	89.09744408945687	HG02953	ESN	AFR	male
HG02968	1.32181607	High	98.20287539936102	HG02968	ESN	AFR	male
HG02970	1.08842127	High	84.94408945686901	HG02970	ESN	AFR	female
HG02971	0.9065812800000002	Intermediate	65.814696485623	HG02971	ESN	AFR	male
HG02973	0.8967308670999998	Intermediate	64.29712460063898	HG02973	ESN	AFR	male
HG02974	1.0752353600000002	High	83.74600638977637	HG02974	ESN	AFR	female
HG02976	0.95794357	Intermediate	71.84504792332268	HG02976	ESN	AFR	female
HG02977	0.89899262	Intermediate	64.6964856230032	HG02977	ESN	AFR	male
HG02979	1.1851987199999998	High	92.89137380191691	HG02979	ESN	AFR	female
HG02981	0.84693343	Intermediate	57.94728434504792	HG02981	ESN	AFR	male
HG02982	0.82778964	Intermediate	56.26996805111821	HG02982	GWD	AFR	male
HG02983	1.118557878	High	87.53993610223642	HG02983	GWD	AFR	female
HG03006	0.56588159	Intermediate	33.746006389776355	HG03006	BEB	SAS	male
HG03007	0.50857676	Intermediate	29.55271565495208	HG03007	BEB	SAS	female
HG03009	0.8743930299999999	Intermediate	61.421725239616606	HG03009	BEB	SAS	male
HG03012	0.99329921	Intermediate	75.79872204472844	HG03012	BEB	SAS	male
HG03015	0.16592123	Low	13.178913738019167	HG03015	PJL	SAS	male
HG03016	0.7074986199999999	Intermediate	46.04632587859425	HG03016	PJL	SAS	female
HG03018	0.36824054	Intermediate	21.96485623003195	HG03018	PJL	SAS	male
HG03019	1.0060767100000003	Intermediate	77.35623003194888	HG03019	PJL	SAS	female
HG03021	0.7961488840000002	Intermediate	53.194888178913736	HG03021	PJL	SAS	male
HG03022	0.8640410940000002	Intermediate	60.14376996805112	HG03022	PJL	SAS	female
HG03024	0.8813762159999999	Intermediate	62.22044728434505	HG03024	GWD	AFR	male
HG03025	0.9928342200000002	Intermediate	75.71884984025559	HG03025	GWD	AFR	female
HG03027	1.1490652	High	90.13578274760384	HG03027	GWD	AFR	male
HG03028	1.2804064	High	96.8849840255591	HG03028	GWD	AFR	female
HG03039	1.3936359499999995	High	99.04153354632588	HG03039	GWD	AFR	male
HG03040	0.85174344	Intermediate	58.46645367412141	HG03040	GWD	AFR	female
HG03045	1.1749886299999996	High	92.17252396166134	HG03045	GWD	AFR	male
HG03046	1.367911125	High	98.84185303514376	HG03046	GWD	AFR	female
HG03048	0.85881906	Intermediate	59.584664536741215	HG03048	GWD	AFR	male
HG03049	1.4579305799999998	High	99.60063897763578	HG03049	GWD	AFR	female
HG03052	1.1307697199999998	High	88.73801916932908	HG03052	MSL	AFR	female
HG03054	0.98434578	Intermediate	74.88019169329073	HG03054	MSL	AFR	male
HG03055	1.169723609	High	91.81309904153356	HG03055	MSL	AFR	female
HG03057	1.16091428	High	91.25399361022365	HG03057	MSL	AFR	male
HG03058	1.1713056999999998	High	91.97284345047925	HG03058	MSL	AFR	female
HG03060	0.7324961400000001	Intermediate	48.043130990415335	HG03060	MSL	AFR	male
HG03061	0.99739896	Intermediate	76.31789137380191	HG03061	MSL	AFR	female
HG03063	1.1517122	High	90.4552715654952	HG03063	MSL	AFR	male
HG03064	1.26166269	High	95.9664536741214	HG03064	MSL	AFR	female
HG03066	1.28220963	High	96.92492012779552	HG03066	MSL	AFR	male
HG03069	1.13324998	High	89.01757188498402	HG03069	MSL	AFR	male
HG03072	0.95636615	Intermediate	71.56549520766772	HG03072	MSL	AFR	male
HG03073	1.0578420009999998	High	82.18849840255591	HG03073	MSL	AFR	female
HG03074	0.9062118	Intermediate	65.77476038338658	HG03074	MSL	AFR	male
HG03077	1.03390702	High	80.11182108626198	HG03077	MSL	AFR	male
HG03078	0.996491981	Intermediate	76.15814696485623	HG03078	MSL	AFR	male
HG03079	1.2968083599999995	High	97.40415335463258	HG03079	MSL	AFR	female
HG03081	1.2439479699999998	High	95.48722044728434	HG03081	MSL	AFR	male
HG03082	0.90138381	Intermediate	65.17571884984025	HG03082	MSL	AFR	female
HG03084	0.9728598700000002	Intermediate	73.8817891373802	HG03084	MSL	AFR	male
HG03085	1.01735802	Intermediate	78.47444089456869	HG03085	MSL	AFR	female
HG03086	1.0007406	Intermediate	76.6773162939297	HG03086	MSL	AFR	female
HG03088	0.93277328	Intermediate	68.61022364217251	HG03088	MSL	AFR	female
HG03091	1.11637711	High	87.26038338658148	HG03091	MSL	AFR	female
HG03095	1.0437890199999995	High	80.95047923322683	HG03095	MSL	AFR	female
HG03096	1.2837676800000004	High	97.08466453674122	HG03096	MSL	AFR	male
HG03097	1.07112348	High	83.46645367412141	HG03097	MSL	AFR	female
HG03099	1.30498782	High	97.60383386581468	HG03099	ESN	AFR	female
HG03100	0.8699379300000002	Intermediate	60.862619808306704	HG03100	ESN	AFR	male
HG03103	1.31417049	High	97.88338658146964	HG03103	ESN	AFR	male
HG03105	1.41541774	High	99.2811501597444	HG03105	ESN	AFR	female
HG03108	0.769066941	Intermediate	50.918530351437695	HG03108	ESN	AFR	female
HG03109	1.0211008069999998	Intermediate	79.07348242811501	HG03109	ESN	AFR	male
HG03111	0.89025463	Intermediate	63.45846645367412	HG03111	ESN	AFR	female
HG03112	1.2637981100000002	High	96.20607028753992	HG03112	ESN	AFR	male
HG03114	0.6997221388999999	Intermediate	45.04792332268371	HG03114	ESN	AFR	female
HG03115	0.78329408	Intermediate	52.15654952076677	HG03115	ESN	AFR	male
HG03117	1.04194312	High	80.67092651757189	HG03117	ESN	AFR	female
HG03118	0.8077683699999999	Intermediate	54.19329073482429	HG03118	ESN	AFR	male
HG03120	0.93398695	Intermediate	68.84984025559106	HG03120	ESN	AFR	male
HG03121	1.01077051	Intermediate	77.91533546325878	HG03121	ESN	AFR	female
HG03123	1.1211386736	High	87.73961661341852	HG03123	ESN	AFR	female
HG03124	0.91828362	Intermediate	67.17252396166134	HG03124	ESN	AFR	male
HG03126	0.8991364399999999	Intermediate	64.77635782747603	HG03126	ESN	AFR	female
HG03127	1.18440561	High	92.8514376996805	HG03127	ESN	AFR	male
HG03129	1.4203867799999998	High	99.32108626198082	HG03129	ESN	AFR	female
HG03130	0.94311533	Intermediate	70.0479233226837	HG03130	ESN	AFR	male
HG03132	0.8979758899999999	Intermediate	64.49680511182109	HG03132	ESN	AFR	female
HG03133	0.496158077	Intermediate	28.833865814696484	HG03133	ESN	AFR	male
HG03135	1.0554941269999996	High	82.02875399361022	HG03135	ESN	AFR	female
HG03136	1.5369342300000002	High	99.88019169329073	HG03136	ESN	AFR	male
HG03139	1.12258407	High	87.97923322683707	HG03139	ESN	AFR	male
HG03157	1.1421991400000002	High	89.57667731629392	HG03157	ESN	AFR	male
HG03159	0.838718898	Intermediate	57.42811501597445	HG03159	ESN	AFR	female
HG03160	0.97284213	Intermediate	73.84185303514377	HG03160	ESN	AFR	male
HG03162	1.04348432	High	80.83067092651757	HG03162	ESN	AFR	female
HG03163	1.0602686	High	82.46805111821087	HG03163	ESN	AFR	male
HG03166	0.91124651	Intermediate	66.25399361022363	HG03166	ESN	AFR	male
HG03168	1.2753268369999995	High	96.64536741214056	HG03168	ESN	AFR	female
HG03169	1.070946378	High	83.42651757188499	HG03169	ESN	AFR	male
HG03172	1.0892535200000002	High	85.14376996805112	HG03172	ESN	AFR	male
HG03175	0.9121027305627004	Intermediate	66.3738019169329	HG03175	ESN	AFR	male
HG03189	1.15686017	High	90.814696485623	HG03189	ESN	AFR	female
HG03190	0.73627906	Intermediate	48.48242811501598	HG03190	ESN	AFR	male
HG03193	0.74125061	Intermediate	49.001597444089455	HG03193	ESN	AFR	male
HG03195	0.4242493599999998	Intermediate	25.31948881789137	HG03195	ESN	AFR	female
HG03196	1.020912065	Intermediate	78.99361022364218	HG03196	ESN	AFR	male
HG03198	1.019395771	Intermediate	78.63418530351439	HG03198	ESN	AFR	female
HG03199	1.068493941	High	83.06709265175719	HG03199	ESN	AFR	male
HG03202	1.0805602040000002	High	84.10543130990416	HG03202	ESN	AFR	male
HG03209	0.8929619	Intermediate	63.7779552715655	HG03209	MSL	AFR	male
HG03212	1.2110714799999998	High	94.129392971246	HG03212	MSL	AFR	female
HG03224	1.1965766899999997	High	93.370607028754	HG03224	MSL	AFR	male
HG03225	0.9608148840000004	Intermediate	72.32428115015975	HG03225	MSL	AFR	male
