IID	PRS	Risk_Group	pop	super_pop	gender
HG00096	-3.851496599999999	Low	GBR	EUR	male
HG00097	-1.3640841600000002	Intermediate	GBR	EUR	female
HG00099	-2.91485358	Intermediate	GBR	EUR	female
HG00100	-2.5145752000000003	Intermediate	GBR	EUR	female
HG00101	-2.3782214000000006	Intermediate	GBR	EUR	male
HG00102	-2.9480659	Intermediate	GBR	EUR	female
HG00103	-4.0950108300000005	Low	GBR	EUR	male
HG00105	-1.6186687	Intermediate	GBR	EUR	male
HG00106	-3.809738199999999	Low	GBR	EUR	female
HG00107	0.1106843000000003	High	GBR	EUR	male
HG00108	-3.4713746000000003	Intermediate	GBR	EUR	male
HG00109	-2.428107	Intermediate	GBR	EUR	male
HG00110	-5.118722	Low	GBR	EUR	female
HG00111	-2.4867582	Intermediate	GBR	EUR	female
HG00112	-3.796778310000001	Low	GBR	EUR	male
HG00113	-2.483234700000001	Intermediate	GBR	EUR	male
HG00114	-2.6271183000000007	Intermediate	GBR	EUR	male
HG00115	-3.2418409999999995	Intermediate	GBR	EUR	male
HG00116	-2.3290005	Intermediate	GBR	EUR	male
HG00117	-2.6924787	Intermediate	GBR	EUR	male
HG00118	0.1672616999999999	High	GBR	EUR	female
HG00119	-3.1246737	Intermediate	GBR	EUR	male
HG00120	-1.5550303000000008	Intermediate	GBR	EUR	female
HG00121	-1.3714684000000006	Intermediate	GBR	EUR	female
HG00122	-2.5468642000000004	Intermediate	GBR	EUR	female
HG00123	-3.7715637	Low	GBR	EUR	female
HG00125	-4.616841099999999	Low	GBR	EUR	female
HG00126	-4.809021410000002	Low	GBR	EUR	male
HG00127	-2.64122919	Intermediate	GBR	EUR	female
HG00128	-3.7799174	Low	GBR	EUR	female
HG00129	-4.0720573	Low	GBR	EUR	male
HG00130	-3.74249455	Low	GBR	EUR	female
HG00131	-3.8491141	Low	GBR	EUR	male
HG00132	-4.433039314000001	Low	GBR	EUR	female
HG00133	-3.4657197	Intermediate	GBR	EUR	female
HG00136	-4.514764999999999	Low	GBR	EUR	male
HG00137	-1.9127326	Intermediate	GBR	EUR	female
HG00138	-4.2432659	Low	GBR	EUR	male
HG00139	-4.891581400000001	Low	GBR	EUR	male
HG00140	-4.0749272	Low	GBR	EUR	male
HG00141	-3.032316399999999	Intermediate	GBR	EUR	male
HG00142	-4.2258622	Low	GBR	EUR	male
HG00143	-2.230057399999999	Intermediate	GBR	EUR	male
HG00145	-1.4037658999999991	Intermediate	GBR	EUR	male
HG00146	-2.5974941	Intermediate	GBR	EUR	female
HG00148	-3.7844093	Low	GBR	EUR	male
HG00149	-4.1228492	Low	GBR	EUR	male
HG00150	-3.5565504000000003	Intermediate	GBR	EUR	female
HG00151	-2.3196333000000005	Intermediate	GBR	EUR	male
HG00154	-4.115592600000001	Low	GBR	EUR	female
HG00155	-3.70085212	Low	GBR	EUR	male
HG00157	-0.5639373000000003	High	GBR	EUR	male
HG00158	-2.8251984	Intermediate	GBR	EUR	female
HG00159	-2.7823221999999985	Intermediate	GBR	EUR	male
HG00160	-3.6608481	Low	GBR	EUR	male
HG00171	-5.222117099999999	Low	FIN	EUR	female
HG00173	-3.6252442	Low	FIN	EUR	female
HG00174	-4.507530100000001	Low	FIN	EUR	female
HG00176	-2.5189888	Intermediate	FIN	EUR	female
HG00177	-4.6639964	Low	FIN	EUR	female
HG00178	-2.0562286999999992	Intermediate	FIN	EUR	female
HG00179	-2.8890341000000004	Intermediate	FIN	EUR	female
HG00180	-4.945639900000002	Low	FIN	EUR	female
HG00181	-2.1945778000000007	Intermediate	FIN	EUR	male
HG00182	-3.4425688000000005	Intermediate	FIN	EUR	male
HG00183	-4.52759047	Low	FIN	EUR	male
HG00185	-3.189291999999999	Intermediate	FIN	EUR	male
HG00186	-3.98709092	Low	FIN	EUR	male
HG00187	-3.089930900000001	Intermediate	FIN	EUR	male
HG00188	-4.6351195	Low	FIN	EUR	male
HG00189	-3.326067500000001	Intermediate	FIN	EUR	male
HG00190	-2.6576993	Intermediate	FIN	EUR	male
HG00231	-2.7004388	Intermediate	GBR	EUR	female
HG00232	-1.6037310000000002	Intermediate	GBR	EUR	female
HG00233	-2.71405311	Intermediate	GBR	EUR	female
HG00234	-2.3984787	Intermediate	GBR	EUR	male
HG00235	-2.162144399999999	Intermediate	GBR	EUR	female
HG00236	-0.9456718000000004	High	GBR	EUR	female
HG00237	-2.5508429999999995	Intermediate	GBR	EUR	female
HG00238	-2.181901600000001	Intermediate	GBR	EUR	female
HG00239	-2.7837097	Intermediate	GBR	EUR	female
HG00240	-3.982052	Low	GBR	EUR	female
HG00242	-3.6687194	Low	GBR	EUR	male
HG00243	-1.207308500000001	High	GBR	EUR	male
HG00244	-3.2709453000000006	Intermediate	GBR	EUR	male
HG00245	-3.7109635	Low	GBR	EUR	female
HG00246	-4.766495529999999	Low	GBR	EUR	male
HG00250	-3.1633694	Intermediate	GBR	EUR	female
HG00251	-4.695035200000001	Low	GBR	EUR	male
HG00252	-2.7746703000000004	Intermediate	GBR	EUR	male
HG00253	-2.38117677	Intermediate	GBR	EUR	female
HG00254	-2.559619	Intermediate	GBR	EUR	female
HG00255	-3.7877007000000007	Low	GBR	EUR	female
HG00256	-3.6155904	Low	GBR	EUR	male
HG00257	-2.918612099999999	Intermediate	GBR	EUR	female
HG00258	-3.74931622	Low	GBR	EUR	female
HG00259	-3.137475299999999	Intermediate	GBR	EUR	female
HG00260	-2.7346225099999995	Intermediate	GBR	EUR	male
HG00261	-3.885430500000001	Low	GBR	EUR	female
HG00262	-4.446992190000001	Low	GBR	EUR	female
HG00263	-2.1985676999999995	Intermediate	GBR	EUR	female
HG00264	-3.219679	Intermediate	GBR	EUR	male
HG00265	-3.2803321	Intermediate	GBR	EUR	male
HG00266	-4.3712451	Low	FIN	EUR	female
HG00267	-3.520835299999999	Intermediate	FIN	EUR	male
HG00268	-0.4155006	High	FIN	EUR	female
HG00269	-4.7583667	Low	FIN	EUR	female
HG00271	-1.0528529700000004	High	FIN	EUR	male
HG00272	-4.514276300000001	Low	FIN	EUR	female
HG00273	-4.999895	Low	FIN	EUR	male
HG00274	-3.6453000000000007	Low	FIN	EUR	female
HG00275	-0.5936430999999993	High	FIN	EUR	female
HG00276	-3.5818635	Low	FIN	EUR	female
HG00277	-2.8343533999999995	Intermediate	FIN	EUR	male
HG00278	-4.23419	Low	FIN	EUR	male
HG00280	-3.847073000000001	Low	FIN	EUR	male
HG00281	-4.3557715	Low	FIN	EUR	female
HG00282	-1.2467304	High	FIN	EUR	female
HG00284	-4.07331795	Low	FIN	EUR	male
HG00285	-5.361912600000001	Low	FIN	EUR	female
HG00288	-4.465284	Low	FIN	EUR	female
HG00290	-4.2700937	Low	FIN	EUR	male
HG00304	-3.5417858	Intermediate	FIN	EUR	female
HG00306	-4.1970405	Low	FIN	EUR	female
HG00308	-3.6041003	Low	FIN	EUR	male
HG00309	-6.102612939999999	Low	FIN	EUR	female
HG00310	-1.1242699	High	FIN	EUR	male
HG00311	-2.74178358	Intermediate	FIN	EUR	male
HG00313	-3.218112800000001	Intermediate	FIN	EUR	female
HG00315	-5.6923935000000006	Low	FIN	EUR	female
HG00318	-2.428269200000001	Intermediate	FIN	EUR	female
HG00319	-2.387529700000001	Intermediate	FIN	EUR	female
HG00320	-4.2051286	Low	FIN	EUR	female
HG00321	-3.5192797	Intermediate	FIN	EUR	male
HG00323	-2.3224081	Intermediate	FIN	EUR	female
HG00324	-4.5779415000000006	Low	FIN	EUR	female
HG00325	-3.6454915	Low	FIN	EUR	male
HG00326	-5.05192669	Low	FIN	EUR	female
HG00327	-3.089079	Intermediate	FIN	EUR	female
HG00328	-6.385442579999999	Low	FIN	EUR	female
HG00329	-2.891672200000001	Intermediate	FIN	EUR	male
HG00330	-1.7226880999999992	Intermediate	FIN	EUR	female
HG00331	-3.92613025	Low	FIN	EUR	female
HG00332	-2.735199	Intermediate	FIN	EUR	female
HG00334	-4.0541711	Low	FIN	EUR	female
HG00335	-3.6048036	Low	FIN	EUR	male
HG00336	-2.1237961999999992	Intermediate	FIN	EUR	male
HG00337	-2.9957844	Intermediate	FIN	EUR	female
HG00338	-3.600228000000001	Low	FIN	EUR	male
HG00339	-3.069373	Intermediate	FIN	EUR	female
HG00341	-2.4310892000000006	Intermediate	FIN	EUR	male
HG00342	-4.728396999999999	Low	FIN	EUR	male
HG00343	-3.9957557	Low	FIN	EUR	female
HG00344	-1.602199699999999	Intermediate	FIN	EUR	female
HG00345	-2.972226875	Intermediate	FIN	EUR	male
HG00346	-1.11341402	High	FIN	EUR	female
HG00349	-4.0485098	Low	FIN	EUR	female
HG00350	-3.813888400000001	Low	FIN	EUR	female
HG00351	-2.437437	Intermediate	FIN	EUR	male
HG00353	-1.4024111	Intermediate	FIN	EUR	female
HG00355	-3.8634402	Low	FIN	EUR	female
HG00356	-3.8052546	Low	FIN	EUR	female
HG00357	-3.3882466	Intermediate	FIN	EUR	female
HG00358	-2.8879862499999995	Intermediate	FIN	EUR	male
HG00360	-2.6978249	Intermediate	FIN	EUR	male
HG00361	-2.5959226	Intermediate	FIN	EUR	female
HG00362	-4.076887200000001	Low	FIN	EUR	female
HG00364	-4.011643899999999	Low	FIN	EUR	female
HG00365	-3.517560256	Intermediate	FIN	EUR	female
HG00366	-3.6088462	Low	FIN	EUR	male
HG00367	-4.48096694	Low	FIN	EUR	female
HG00368	-4.6220083	Low	FIN	EUR	female
HG00369	-3.5385577	Intermediate	FIN	EUR	male
HG00371	-3.6202484	Low	FIN	EUR	male
HG00372	-4.434601499999999	Low	FIN	EUR	male
HG00373	-4.494199500000001	Low	FIN	EUR	female
HG00375	-3.2453042999999995	Intermediate	FIN	EUR	male
HG00376	-4.836775742	Low	FIN	EUR	female
HG00378	-3.4075033999999995	Intermediate	FIN	EUR	female
HG00379	-4.2916041	Low	FIN	EUR	female
HG00380	-3.8310495	Low	FIN	EUR	female
HG00381	-5.0141670000000005	Low	FIN	EUR	female
HG00382	-0.0218629999999998	High	FIN	EUR	male
HG00383	-3.548989999999999	Intermediate	FIN	EUR	female
HG00384	-5.3755289	Low	FIN	EUR	female
HG00403	-2.8515039	Intermediate	CHS	EAS	male
HG00404	-4.2195488	Low	CHS	EAS	female
HG00406	-2.9065392	Intermediate	CHS	EAS	male
HG00407	-1.8592944	Intermediate	CHS	EAS	female
HG00409	-3.24623555	Intermediate	CHS	EAS	male
HG00410	-3.0456471999999994	Intermediate	CHS	EAS	female
HG00419	-3.1916892699999995	Intermediate	CHS	EAS	female
HG00421	-4.4038643	Low	CHS	EAS	male
HG00422	-4.499335200000001	Low	CHS	EAS	female
HG00428	-3.4315914000000003	Intermediate	CHS	EAS	female
HG00436	-4.49902896	Low	CHS	EAS	male
HG00437	-2.1204065	Intermediate	CHS	EAS	female
HG00442	-2.5992784	Intermediate	CHS	EAS	male
HG00443	-3.5982140100000004	Low	CHS	EAS	female
HG00445	-3.0807348	Intermediate	CHS	EAS	male
HG00446	-2.3701324	Intermediate	CHS	EAS	female
HG00448	-2.4832130560000003	Intermediate	CHS	EAS	male
HG00449	-2.9896096000000005	Intermediate	CHS	EAS	female
HG00451	-3.9657275	Low	CHS	EAS	male
HG00452	-3.2423847	Intermediate	CHS	EAS	female
HG00457	-2.2184306299999994	Intermediate	CHS	EAS	male
HG00458	-4.1625044	Low	CHS	EAS	female
HG00463	-3.5444305	Intermediate	CHS	EAS	male
HG00464	-2.2219984	Intermediate	CHS	EAS	female
HG00472	-2.67595959	Intermediate	CHS	EAS	male
HG00473	-2.866735299999999	Intermediate	CHS	EAS	female
HG00475	-2.9947752	Intermediate	CHS	EAS	male
HG00476	-3.1062749000000007	Intermediate	CHS	EAS	female
HG00478	-2.3279611999999994	Intermediate	CHS	EAS	male
HG00479	-3.500209	Intermediate	CHS	EAS	female
HG00500	-3.5173389	Intermediate	CHS	EAS	male
HG00513	-3.6755619900000007	Low	CHS	EAS	female
HG00524	-4.41571456	Low	CHS	EAS	male
HG00525	-3.290426299999999	Intermediate	CHS	EAS	female
HG00530	-3.2111029	Intermediate	CHS	EAS	male
HG00531	-3.589544699999999	Low	CHS	EAS	female
HG00533	-3.1629536	Intermediate	CHS	EAS	male
HG00534	-2.5886800000000005	Intermediate	CHS	EAS	female
HG00536	-3.50005524	Intermediate	CHS	EAS	male
HG00537	-3.381506800000001	Intermediate	CHS	EAS	female
HG00542	-3.375175876000001	Intermediate	CHS	EAS	male
HG00543	-3.5585570599999987	Intermediate	CHS	EAS	female
HG00551	-2.279311769999999	Intermediate	PUR	AMR	female
HG00553	-2.582657980000001	Intermediate	PUR	AMR	male
HG00554	-2.3907652000000006	Intermediate	PUR	AMR	female
HG00556	-4.08695533	Low	CHS	EAS	male
HG00557	-2.5705787	Intermediate	CHS	EAS	female
HG00559	-2.41265992	Intermediate	CHS	EAS	male
HG00560	-2.4958434000000005	Intermediate	CHS	EAS	female
HG00565	-3.0059825	Intermediate	CHS	EAS	male
HG00566	-2.5987586299999994	Intermediate	CHS	EAS	female
HG00580	-3.8175633000000007	Low	CHS	EAS	male
HG00581	-4.471178899999999	Low	CHS	EAS	female
HG00583	-3.1404745200000006	Intermediate	CHS	EAS	male
HG00584	-2.5995801999999992	Intermediate	CHS	EAS	female
HG00589	-2.872247599999999	Intermediate	CHS	EAS	male
HG00590	-2.7486424	Intermediate	CHS	EAS	female
HG00592	-3.493322500000001	Intermediate	CHS	EAS	male
HG00593	-2.2736417399999995	Intermediate	CHS	EAS	female
HG00595	-1.9067736000000008	Intermediate	CHS	EAS	male
HG00596	-2.0516076	Intermediate	CHS	EAS	female
HG00598	-3.3263894000000005	Intermediate	CHS	EAS	male
HG00599	-3.4955538199999987	Intermediate	CHS	EAS	female
HG00607	-1.88249756	Intermediate	CHS	EAS	male
HG00608	-4.1178287000000005	Low	CHS	EAS	female
HG00610	-3.03787318	Intermediate	CHS	EAS	male
HG00611	-2.98923895	Intermediate	CHS	EAS	female
HG00613	-2.860894000000001	Intermediate	CHS	EAS	male
HG00614	-2.7954497	Intermediate	CHS	EAS	female
HG00619	-3.7136005	Low	CHS	EAS	male
HG00620	-2.3994803000000005	Intermediate	CHS	EAS	female
HG00622	-2.9467254	Intermediate	CHS	EAS	male
HG00623	-4.1512511	Low	CHS	EAS	female
HG00625	-1.5491194000000004	Intermediate	CHS	EAS	male
HG00626	-2.42316451	Intermediate	CHS	EAS	female
HG00628	-3.0349920000000004	Intermediate	CHS	EAS	male
HG00629	-4.629238699999999	Low	CHS	EAS	female
HG00631	-2.70363817	Intermediate	CHS	EAS	male
HG00632	-1.6510199200000004	Intermediate	CHS	EAS	female
HG00634	-1.8856436	Intermediate	CHS	EAS	male
HG00637	-4.03464231	Low	PUR	AMR	male
HG00638	-4.375664899999999	Low	PUR	AMR	female
HG00640	-3.5659652000000004	Low	PUR	AMR	male
HG00641	-1.137513800000001	High	PUR	AMR	female
HG00650	-4.016381328	Low	CHS	EAS	male
HG00651	-2.8851834000000003	Intermediate	CHS	EAS	female
HG00653	-2.24165011	Intermediate	CHS	EAS	male
HG00654	-0.7209831999999999	High	CHS	EAS	female
HG00656	-3.1320404000000006	Intermediate	CHS	EAS	male
HG00657	-2.8643302000000004	Intermediate	CHS	EAS	female
HG00662	-3.4905302000000007	Intermediate	CHS	EAS	male
HG00663	-1.4441124000000003	Intermediate	CHS	EAS	female
HG00671	-2.8436083	Intermediate	CHS	EAS	male
HG00672	-3.2897575	Intermediate	CHS	EAS	female
HG00674	-4.5153024	Low	CHS	EAS	male
HG00675	-2.1727672	Intermediate	CHS	EAS	female
HG00683	-3.5732548800000004	Low	CHS	EAS	male
HG00684	-2.7433119999999995	Intermediate	CHS	EAS	female
HG00689	-3.5715890000000003	Low	CHS	EAS	male
HG00690	-2.1641925199999994	Intermediate	CHS	EAS	female
HG00692	-2.7704341	Intermediate	CHS	EAS	male
HG00693	-3.2392721	Intermediate	CHS	EAS	female
HG00698	-2.591108	Intermediate	CHS	EAS	male
HG00699	-2.2235196000000004	Intermediate	CHS	EAS	female
HG00701	-2.144158100000001	Intermediate	CHS	EAS	male
HG00704	-2.01884871	Intermediate	CHS	EAS	male
HG00705	-2.6495963499999995	Intermediate	CHS	EAS	female
HG00707	-2.1853033	Intermediate	CHS	EAS	male
HG00708	-3.4715156	Intermediate	CHS	EAS	female
HG00717	-3.04981089	Intermediate	CHS	EAS	female
HG00728	-1.6289333	Intermediate	CHS	EAS	male
HG00729	-3.9307975	Low	CHS	EAS	female
HG00731	-4.044690071000001	Low	PUR	AMR	male
HG00732	-2.0207431000000007	Intermediate	PUR	AMR	female
HG00734	-2.003598	Intermediate	PUR	AMR	female
HG00736	-3.2470753	Intermediate	PUR	AMR	male
HG00737	-3.1523093	Intermediate	PUR	AMR	female
HG00739	-4.120219	Low	PUR	AMR	male
HG00740	-4.4696017	Low	PUR	AMR	female
HG00742	-3.38690765	Intermediate	PUR	AMR	male
HG00743	-3.6057496	Low	PUR	AMR	female
HG00759	-2.6730263	Intermediate	CDX	EAS	female
HG00766	-2.25659378	Intermediate	CDX	EAS	female
HG00844	-4.57603027	Low	CDX	EAS	male
HG00851	-1.7945019000000004	Intermediate	CDX	EAS	female
HG00864	-3.0061563	Intermediate	CDX	EAS	female
HG00867	-2.6986837999999995	Intermediate	CDX	EAS	female
HG00879	-4.669199199999999	Low	CDX	EAS	female
HG00881	-4.283186300000001	Low	CDX	EAS	male
HG00956	-3.3614317	Intermediate	CDX	EAS	female
HG00978	-2.9288781000000013	Intermediate	CDX	EAS	female
HG00982	-1.6646511999999996	Intermediate	CDX	EAS	male
HG01028	-2.0639543	Intermediate	CDX	EAS	male
HG01029	-3.29116349	Intermediate	CDX	EAS	female
HG01031	-1.6763735000000004	Intermediate	CDX	EAS	male
HG01046	-2.7564575200000005	Intermediate	CDX	EAS	female
HG01047	-3.3214292	Intermediate	PUR	AMR	male
HG01048	-3.0877055	Intermediate	PUR	AMR	male
HG01049	-0.733444	High	PUR	AMR	female
HG01051	-2.0699879	Intermediate	PUR	AMR	male
HG01052	-1.8266243	Intermediate	PUR	AMR	female
HG01054	-2.46519723	Intermediate	PUR	AMR	male
HG01055	-3.5119113000000013	Intermediate	PUR	AMR	female
HG01058	-2.8791975999999995	Intermediate	PUR	AMR	female
HG01060	-2.904871500000001	Intermediate	PUR	AMR	male
HG01061	-3.22784	Intermediate	PUR	AMR	female
HG01063	-2.8061976	Intermediate	PUR	AMR	male
HG01064	-1.8581351	Intermediate	PUR	AMR	female
HG01066	-3.441121199999999	Intermediate	PUR	AMR	male
HG01067	-4.3277688	Low	PUR	AMR	female
HG01069	-2.3936009000000005	Intermediate	PUR	AMR	male
HG01070	-2.8246174	Intermediate	PUR	AMR	female
HG01072	-1.0569694799999996	High	PUR	AMR	male
HG01073	-3.272943	Intermediate	PUR	AMR	female
HG01075	-2.6141163	Intermediate	PUR	AMR	male
HG01077	-3.1893221	Intermediate	PUR	AMR	female
HG01079	-3.6775990000000007	Low	PUR	AMR	male
HG01080	-0.4106252000000002	High	PUR	AMR	female
HG01082	-3.3195206000000006	Intermediate	PUR	AMR	male
HG01083	-3.995996500000001	Low	PUR	AMR	female
HG01085	-4.1772121	Low	PUR	AMR	male
HG01086	-2.6938673	Intermediate	PUR	AMR	female
HG01088	-3.6777105	Low	PUR	AMR	male
HG01089	-4.620346100000001	Low	PUR	AMR	female
HG01092	-2.7757823000000004	Intermediate	PUR	AMR	female
HG01094	-3.6908841	Low	PUR	AMR	male
HG01095	-2.945844364200001	Intermediate	PUR	AMR	female
HG01097	-1.9237824	Intermediate	PUR	AMR	male
HG01098	-2.4377942000000004	Intermediate	PUR	AMR	female
HG01101	-4.084949	Low	PUR	AMR	male
HG01102	-2.0341127	Intermediate	PUR	AMR	female
HG01104	-2.121004799999999	Intermediate	PUR	AMR	male
HG01105	-3.1328273000000006	Intermediate	PUR	AMR	female
HG01107	-2.8573722	Intermediate	PUR	AMR	male
HG01108	-3.2739768	Intermediate	PUR	AMR	female
HG01110	-1.8117815000000008	Intermediate	PUR	AMR	male
HG01111	-2.8330015000000004	Intermediate	PUR	AMR	female
HG01112	-4.0525935	Low	CLM	AMR	male
HG01113	-2.94726743	Intermediate	CLM	AMR	female
HG01119	-2.3559286000000004	Intermediate	CLM	AMR	female
HG01121	-3.3405087870000005	Intermediate	CLM	AMR	male
HG01122	-1.6248308	Intermediate	CLM	AMR	female
HG01124	-3.0180838	Intermediate	CLM	AMR	male
HG01125	-3.2773345000000003	Intermediate	CLM	AMR	female
HG01130	-2.1929332	Intermediate	CLM	AMR	male
HG01131	-2.080143600000001	Intermediate	CLM	AMR	female
HG01133	-4.166010399999999	Low	CLM	AMR	male
HG01134	-3.1142773000000004	Intermediate	CLM	AMR	female
HG01136	-3.3054280999999994	Intermediate	CLM	AMR	male
HG01137	-1.0418881400000006	High	CLM	AMR	female
HG01139	-2.6191799	Intermediate	CLM	AMR	male
HG01140	-2.6421898000000006	Intermediate	CLM	AMR	female
HG01142	1.1287029000000004	High	CLM	AMR	male
HG01148	-2.4319468000000004	Intermediate	CLM	AMR	male
HG01149	-4.200530000000001	Low	CLM	AMR	female
HG01161	-3.328380000000001	Intermediate	PUR	AMR	male
HG01162	-4.209406550000001	Low	PUR	AMR	female
HG01164	-2.441661085	Intermediate	PUR	AMR	male
HG01167	-1.5992233999999996	Intermediate	PUR	AMR	male
HG01168	-3.2822663080000005	Intermediate	PUR	AMR	female
HG01170	-3.360890200000001	Intermediate	PUR	AMR	male
HG01171	-3.375306039999999	Intermediate	PUR	AMR	female
HG01173	-0.6279787000000011	High	PUR	AMR	male
HG01174	-3.47350323	Intermediate	PUR	AMR	female
HG01176	-3.2608598000000004	Intermediate	PUR	AMR	male
HG01177	-3.654958399999999	Low	PUR	AMR	female
HG01182	-3.5474551	Intermediate	PUR	AMR	male
HG01183	-2.568335600000001	Intermediate	PUR	AMR	female
HG01187	-2.8603280800000004	Intermediate	PUR	AMR	male
HG01188	-4.396346299999999	Low	PUR	AMR	female
HG01190	-2.3448294000000014	Intermediate	PUR	AMR	male
HG01191	-1.4247409999999991	Intermediate	PUR	AMR	female
HG01197	-3.335437499999999	Intermediate	PUR	AMR	male
HG01198	-3.4625245	Intermediate	PUR	AMR	female
HG01200	-3.5694721	Low	PUR	AMR	male
HG01204	-3.98975022	Low	PUR	AMR	male
HG01205	-2.7673734200000006	Intermediate	PUR	AMR	female
HG01241	0.1496176999999998	High	PUR	AMR	male
HG01242	-2.4631821000000005	Intermediate	PUR	AMR	female
HG01247	-2.53603169	Intermediate	PUR	AMR	male
HG01248	-3.856240400000001	Low	PUR	AMR	female
HG01250	-4.039963300000001	Low	CLM	AMR	male
HG01251	-3.8783674000000015	Low	CLM	AMR	female
HG01253	-2.962832100000001	Intermediate	CLM	AMR	male
HG01254	-3.1768494999999994	Intermediate	CLM	AMR	female
HG01256	-3.1685127	Intermediate	CLM	AMR	male
HG01257	-2.30467623	Intermediate	CLM	AMR	female
HG01259	-3.673250199999999	Low	CLM	AMR	male
HG01260	-3.674921999999999	Low	CLM	AMR	female
HG01269	-3.0518755	Intermediate	CLM	AMR	female
HG01271	-3.7311764	Low	CLM	AMR	male
HG01272	-2.2098150000000003	Intermediate	CLM	AMR	female
HG01275	-1.0130900100000004	High	CLM	AMR	female
HG01277	-4.469866999999998	Low	CLM	AMR	male
HG01280	-1.2670312799999994	High	CLM	AMR	male
HG01281	-3.823609	Low	CLM	AMR	female
HG01284	-0.7007771300000001	High	CLM	AMR	female
HG01286	-2.02369634	Intermediate	PUR	AMR	male
HG01302	-3.08617629	Intermediate	PUR	AMR	male
HG01303	-2.7124602	Intermediate	PUR	AMR	female
HG01305	-2.3645405	Intermediate	PUR	AMR	male
HG01308	-1.7366541999999998	Intermediate	PUR	AMR	male
HG01311	-0.3361475999999999	High	PUR	AMR	male
HG01312	-2.0644313000000007	Intermediate	PUR	AMR	female
HG01323	-3.7134988	Low	PUR	AMR	female
HG01325	-2.7707134000000004	Intermediate	PUR	AMR	male
HG01326	-3.253826	Intermediate	PUR	AMR	female
HG01334	-4.186902700000001	Low	GBR	EUR	male
HG01341	-3.1571328	Intermediate	CLM	AMR	male
HG01342	-2.1270673	Intermediate	CLM	AMR	female
HG01344	-4.12510926	Low	CLM	AMR	male
HG01345	-2.3326389400000007	Intermediate	CLM	AMR	female
HG01348	-3.875295	Low	CLM	AMR	female
HG01350	-4.284097999999999	Low	CLM	AMR	male
HG01351	-3.53106297	Intermediate	CLM	AMR	female
HG01353	-3.5030052000000005	Intermediate	CLM	AMR	male
HG01354	-3.1040905	Intermediate	CLM	AMR	female
HG01356	-3.389139299999999	Intermediate	CLM	AMR	male
HG01357	-3.3996727999999994	Intermediate	CLM	AMR	female
HG01359	-2.2011895000000004	Intermediate	CLM	AMR	male
HG01360	-3.350416	Intermediate	CLM	AMR	female
HG01362	-2.96102712	Intermediate	CLM	AMR	male
HG01363	-3.56938548	Low	CLM	AMR	female
HG01365	-3.3429883000000005	Intermediate	CLM	AMR	male
HG01366	-3.4859637	Intermediate	CLM	AMR	female
HG01369	-1.1349730000000002	High	CLM	AMR	female
HG01372	-3.1994188	Intermediate	CLM	AMR	female
HG01374	-2.8265499000000003	Intermediate	CLM	AMR	male
HG01375	-2.9703309000000013	Intermediate	CLM	AMR	female
HG01377	-3.4161131	Intermediate	CLM	AMR	male
HG01378	-4.096372099999999	Low	CLM	AMR	female
HG01383	-3.9558056	Low	CLM	AMR	male
HG01384	-3.170645689	Intermediate	CLM	AMR	female
HG01389	-4.0443695	Low	CLM	AMR	male
HG01390	-2.6927071000000007	Intermediate	CLM	AMR	female
HG01392	-2.8935451	Intermediate	PUR	AMR	male
HG01393	-1.71626974	Intermediate	PUR	AMR	female
HG01395	-3.284542	Intermediate	PUR	AMR	male
HG01396	-3.774726100000001	Low	PUR	AMR	female
HG01398	-1.7123082999999997	Intermediate	PUR	AMR	male
HG01402	-1.6359863999999995	Intermediate	PUR	AMR	male
HG01403	-2.2867658	Intermediate	PUR	AMR	female
HG01405	-2.9859054999999994	Intermediate	PUR	AMR	male
HG01412	-2.996003199999999	Intermediate	PUR	AMR	male
HG01413	-2.9996609000000003	Intermediate	PUR	AMR	male
HG01414	-3.8260851	Low	PUR	AMR	female
HG01431	-3.7005792999999993	Low	CLM	AMR	male
HG01432	-4.4733978	Low	CLM	AMR	female
HG01435	-3.9628805000000007	Low	CLM	AMR	female
HG01437	-1.3092928000000008	Intermediate	CLM	AMR	male
HG01438	-1.9375506	Intermediate	CLM	AMR	female
HG01440	-2.7605803000000004	Intermediate	CLM	AMR	male
HG01441	-3.5565693999999994	Intermediate	CLM	AMR	female
HG01443	-3.3308821	Intermediate	CLM	AMR	male
HG01444	-3.523495	Intermediate	CLM	AMR	female
HG01447	-2.4295450000000005	Intermediate	CLM	AMR	female
HG01455	-4.1448585	Low	CLM	AMR	male
HG01456	-2.0581730799999995	Intermediate	CLM	AMR	female
HG01459	-4.601859200000001	Low	CLM	AMR	female
HG01461	-2.3706758	Intermediate	CLM	AMR	male
HG01462	-1.2077030300000005	High	CLM	AMR	female
HG01464	-3.5534568	Intermediate	CLM	AMR	male
HG01465	-3.0810463	Intermediate	CLM	AMR	female
HG01468	-2.7136402	Intermediate	CLM	AMR	female
HG01474	-3.064054900000001	Intermediate	CLM	AMR	female
HG01479	-2.6579270000000004	Intermediate	CLM	AMR	male
HG01485	-1.2150206	High	CLM	AMR	male
HG01486	-3.744378900000001	Low	CLM	AMR	female
HG01488	-3.620051165000001	Low	CLM	AMR	male
HG01489	-2.019275499999999	Intermediate	CLM	AMR	female
HG01491	-2.8128665	Intermediate	CLM	AMR	male
HG01492	0.3347559000000001	High	CLM	AMR	female
