IID	PRS	Risk_Group	pop	super_pop	gender
HG02583	-1.3465661	Intermediate	GWD	AFR	female
HG02585	-1.3323838	Intermediate	GWD	AFR	male
HG02586	-1.7509130599999998	Intermediate	GWD	AFR	female
HG02588	-1.3479088300000006	Intermediate	GWD	AFR	male
HG02589	-1.7227511999999996	Intermediate	GWD	AFR	female
HG02594	-1.9881278	Intermediate	GWD	AFR	male
HG02595	-1.5190583250000005	Intermediate	GWD	AFR	female
HG02597	-1.9453468000000007	Intermediate	PJL	SAS	male
HG02600	-3.544574800000001	Intermediate	PJL	SAS	male
HG02601	-3.057526	Intermediate	PJL	SAS	female
HG02603	-2.4307275	Intermediate	PJL	SAS	male
HG02604	-2.4920032699999988	Intermediate	PJL	SAS	female
HG02610	-1.1271835	High	GWD	AFR	male
HG02611	-0.2989862910000003	High	GWD	AFR	female
HG02613	-1.7174260000000003	Intermediate	GWD	AFR	male
HG02614	-0.4290770000000005	High	GWD	AFR	female
HG02620	-1.7150435	Intermediate	GWD	AFR	male
HG02621	-1.8054484	Intermediate	GWD	AFR	female
HG02623	-1.3583489000000004	Intermediate	GWD	AFR	male
HG02624	-0.4528455	High	GWD	AFR	female
HG02628	-2.1334315900000003	Intermediate	GWD	AFR	male
HG02629	-0.9750452700000002	High	GWD	AFR	female
HG02634	-0.6371435999999993	High	GWD	AFR	male
HG02635	-0.4647921999999997	High	GWD	AFR	female
HG02642	-0.8410898999999995	High	GWD	AFR	male
HG02643	-0.9413212	High	GWD	AFR	female
HG02645	-2.034486859999999	Intermediate	GWD	AFR	male
HG02646	-1.4283169999999992	Intermediate	GWD	AFR	female
HG02648	-2.5587702999999995	Intermediate	PJL	SAS	male
HG02649	-4.8775754	Low	PJL	SAS	female
HG02651	-2.9833975	Intermediate	PJL	SAS	male
HG02652	-2.648844411	Intermediate	PJL	SAS	female
HG02654	-2.1301887	Intermediate	PJL	SAS	male
HG02655	-1.4624103	Intermediate	PJL	SAS	female
HG02657	-2.8357423000000006	Intermediate	PJL	SAS	male
HG02658	-2.16163177	Intermediate	PJL	SAS	female
HG02660	-2.0651284100000007	Intermediate	PJL	SAS	male
HG02661	-2.5464266000000007	Intermediate	PJL	SAS	female
HG02666	-1.3319468999999995	Intermediate	GWD	AFR	male
HG02667	0.2599363299999997	High	GWD	AFR	female
HG02675	-0.17850865	High	GWD	AFR	male
HG02676	-0.7705723999999998	High	GWD	AFR	female
HG02678	-1.1868064999999997	High	GWD	AFR	male
HG02679	-1.7126917999999995	Intermediate	GWD	AFR	female
HG02681	-3.4562209000000004	Intermediate	PJL	SAS	male
HG02682	-2.6672038	Intermediate	PJL	SAS	female
HG02684	-2.696326200000001	Intermediate	PJL	SAS	male
HG02685	-2.7603091	Intermediate	PJL	SAS	female
HG02687	-2.0246189	Intermediate	PJL	SAS	male
HG02688	-3.0916879700000006	Intermediate	PJL	SAS	female
HG02690	-1.14615483	High	PJL	SAS	male
HG02691	-1.95993736	Intermediate	PJL	SAS	female
HG02694	-1.7471961000000007	Intermediate	PJL	SAS	female
HG02696	-2.896724	Intermediate	PJL	SAS	male
HG02697	-2.87689151	Intermediate	PJL	SAS	female
HG02699	-2.234983300000001	Intermediate	PJL	SAS	male
HG02700	-2.555414470000001	Intermediate	PJL	SAS	female
HG02702	-1.3582160999999997	Intermediate	GWD	AFR	male
HG02703	-0.4709338000000004	High	GWD	AFR	female
HG02715	-0.5744769000000002	High	GWD	AFR	male
HG02716	-1.94310296	Intermediate	GWD	AFR	female
HG02721	-1.2438083999999998	High	GWD	AFR	male
HG02722	-2.1164184	Intermediate	GWD	AFR	female
HG02724	-3.8444914	Low	PJL	SAS	male
HG02725	-1.6221161	Intermediate	PJL	SAS	female
HG02727	-3.1128980000000004	Intermediate	PJL	SAS	male
HG02728	-2.5969474000000003	Intermediate	PJL	SAS	female
HG02731	-3.0039947500000013	Intermediate	PJL	SAS	female
HG02733	-2.996602899999999	Intermediate	PJL	SAS	male
HG02734	-1.9798088000000005	Intermediate	PJL	SAS	female
HG02736	-0.7706049000000005	High	PJL	SAS	male
HG02737	-1.4945841600000005	Intermediate	PJL	SAS	female
HG02756	-1.1129375999999995	High	GWD	AFR	male
HG02757	-0.7578043999999999	High	GWD	AFR	female
HG02759	-0.7169458	High	GWD	AFR	male
HG02760	-0.7023289800000003	High	GWD	AFR	female
HG02763	-0.1421048	High	GWD	AFR	female
HG02768	-0.7652615999999999	High	GWD	AFR	male
HG02769	0.2556471000000008	High	GWD	AFR	female
HG02771	-0.8891109000000007	High	GWD	AFR	male
HG02772	-1.1024098999999996	High	GWD	AFR	female
HG02774	-2.3096961999999994	Intermediate	PJL	SAS	male
HG02775	-3.533177030000001	Intermediate	PJL	SAS	female
HG02778	-2.5818121999999994	Intermediate	PJL	SAS	female
HG02780	-4.107705900000001	Low	PJL	SAS	male
HG02783	-1.8725324	Intermediate	PJL	SAS	male
HG02784	-2.8161000599999984	Intermediate	PJL	SAS	female
HG02786	-2.9549432	Intermediate	PJL	SAS	male
HG02787	-3.175053000000001	Intermediate	PJL	SAS	female
HG02789	-2.325514679999999	Intermediate	PJL	SAS	male
HG02790	-4.092627600000001	Low	PJL	SAS	female
HG02792	-3.107982	Intermediate	PJL	SAS	male
HG02793	-3.5430910999999994	Intermediate	PJL	SAS	female
HG02798	-1.7877881000000002	Intermediate	GWD	AFR	male
HG02799	-1.5712369999999996	Intermediate	GWD	AFR	female
HG02804	-1.777325629999999	Intermediate	GWD	AFR	male
HG02805	-1.1614204000000006	High	GWD	AFR	female
HG02807	-0.7842020999999999	High	GWD	AFR	male
HG02808	-1.5363993000000002	Intermediate	GWD	AFR	female
HG02810	-1.1899246999999995	High	GWD	AFR	male
HG02811	0.2740369499999998	High	GWD	AFR	female
HG02813	-1.1721174999999997	High	GWD	AFR	male
HG02814	-0.4976059000000002	High	GWD	AFR	female
HG02816	-0.9954718999999992	High	GWD	AFR	male
HG02817	-0.8488146000000002	High	GWD	AFR	female
HG02819	-1.7980147	Intermediate	GWD	AFR	male
HG02820	-0.9902868000000008	High	GWD	AFR	female
HG02836	-1.8461158	Intermediate	GWD	AFR	male
HG02837	-0.9912699999999997	High	GWD	AFR	female
HG02839	-1.581790299999999	Intermediate	GWD	AFR	male
HG02840	-1.1407504000000004	High	GWD	AFR	female
HG02851	-1.706990400000001	Intermediate	GWD	AFR	male
HG02852	-1.4996817700000005	Intermediate	GWD	AFR	female
HG02854	-1.8834986	Intermediate	GWD	AFR	male
HG02855	-0.2753199700000005	High	GWD	AFR	female
HG02860	-1.74042969	Intermediate	GWD	AFR	male
HG02861	-1.4644997000000002	Intermediate	GWD	AFR	female
HG02870	-0.1305054900000003	High	GWD	AFR	female
HG02878	-1.5611061999999998	Intermediate	GWD	AFR	male
HG02879	-1.2400910999999994	High	GWD	AFR	female
HG02881	-1.3755158000000007	Intermediate	GWD	AFR	male
HG02882	-0.8708775800000004	High	GWD	AFR	female
HG02884	-1.41382021	Intermediate	GWD	AFR	male
HG02885	-1.9998961	Intermediate	GWD	AFR	female
HG02887	-0.6282503000000002	High	GWD	AFR	male
HG02888	-0.7409799000000001	High	GWD	AFR	female
HG02890	-0.3805109999999995	High	GWD	AFR	male
HG02891	-0.3750454699999996	High	GWD	AFR	female
HG02895	-1.102006000000001	High	GWD	AFR	male
HG02896	-2.0444267000000007	Intermediate	GWD	AFR	female
HG02922	-1.0896542000000005	High	ESN	AFR	female
HG02923	-0.8852599999999997	High	ESN	AFR	male
HG02938	-1.672968	Intermediate	ESN	AFR	male
HG02941	-1.8339123	Intermediate	ESN	AFR	male
HG02943	-0.4848882000000009	High	ESN	AFR	female
HG02944	-0.9427203000000004	High	ESN	AFR	male
HG02946	-0.4426268000000006	High	ESN	AFR	female
HG02947	-1.3152828999999997	Intermediate	ESN	AFR	male
HG02952	-1.6028458000000003	Intermediate	ESN	AFR	female
HG02953	-0.4972304900000004	High	ESN	AFR	male
HG02968	0.3971512	High	ESN	AFR	male
HG02970	-0.9533518999999994	High	ESN	AFR	female
HG02971	-1.2227894	High	ESN	AFR	male
HG02973	-0.6319276000000001	High	ESN	AFR	male
HG02974	-1.3479189	Intermediate	ESN	AFR	female
HG02976	0.0162662000000002	High	ESN	AFR	female
HG02977	0.0118454000000009	High	ESN	AFR	male
HG02979	-0.2643728000000007	High	ESN	AFR	female
HG02981	-0.5608106000000002	High	ESN	AFR	male
HG02982	-0.8418262999999997	High	GWD	AFR	male
HG02983	-2.7300321	Intermediate	GWD	AFR	female
HG03006	-2.8932422	Intermediate	BEB	SAS	male
HG03007	-2.2111776999999995	Intermediate	BEB	SAS	female
HG03009	-2.86098606	Intermediate	BEB	SAS	male
HG03012	-4.0196243	Low	BEB	SAS	male
HG03015	-3.58044111	Low	PJL	SAS	male
HG03016	-0.9627170999999995	High	PJL	SAS	female
HG03018	-2.2619632000000003	Intermediate	PJL	SAS	male
HG03019	-2.941723968	Intermediate	PJL	SAS	female
HG03021	-2.4868723200000007	Intermediate	PJL	SAS	male
HG03022	-4.763661300000002	Low	PJL	SAS	female
HG03024	-2.5852766	Intermediate	GWD	AFR	male
HG03025	-1.9373963000000003	Intermediate	GWD	AFR	female
HG03027	-1.2397812999999993	High	GWD	AFR	male
HG03028	-1.8729813000000008	Intermediate	GWD	AFR	female
HG03039	-1.8612691	Intermediate	GWD	AFR	male
HG03040	-1.0619589000000005	High	GWD	AFR	female
HG03045	-0.9856473	High	GWD	AFR	male
HG03046	-0.1346727500000005	High	GWD	AFR	female
HG03048	-1.81516195	Intermediate	GWD	AFR	male
HG03049	-1.2724173999999997	High	GWD	AFR	female
HG03052	-0.5760064000000006	High	MSL	AFR	female
HG03054	-0.4247011999999996	High	MSL	AFR	male
HG03055	-1.42609314	Intermediate	MSL	AFR	female
HG03057	-1.2788812000000005	High	MSL	AFR	male
HG03058	-1.8870636	Intermediate	MSL	AFR	female
HG03060	-1.0657749999999997	High	MSL	AFR	male
HG03061	-2.5195408	Intermediate	MSL	AFR	female
HG03063	-1.5729195000000007	Intermediate	MSL	AFR	male
HG03064	-0.3269660000000001	High	MSL	AFR	female
HG03066	-0.8356048	High	MSL	AFR	male
HG03069	-2.1438914	Intermediate	MSL	AFR	male
HG03072	0.1504433999999998	High	MSL	AFR	male
HG03073	-0.8152487999999997	High	MSL	AFR	female
HG03074	0.1671780000000003	High	MSL	AFR	male
HG03077	-1.2994120000000005	High	MSL	AFR	male
HG03078	0.1155658999999995	High	MSL	AFR	male
HG03079	-1.7603528000000002	Intermediate	MSL	AFR	female
HG03081	0.0461096000000002	High	MSL	AFR	male
HG03082	0.0914525000000001	High	MSL	AFR	female
HG03084	-1.8126735	Intermediate	MSL	AFR	male
HG03085	-0.4059911100000002	High	MSL	AFR	female
HG03086	0.1320783099999997	High	MSL	AFR	female
HG03088	-0.8843666699999994	High	MSL	AFR	female
HG03091	-0.1191540999999997	High	MSL	AFR	female
HG03095	-1.8387178000000004	Intermediate	MSL	AFR	female
HG03096	-2.699129397999999	Intermediate	MSL	AFR	male
HG03097	-1.3349293000000009	Intermediate	MSL	AFR	female
HG03099	-0.6201585999999996	High	ESN	AFR	female
HG03100	-0.95571743	High	ESN	AFR	male
HG03103	0.2913904999999996	High	ESN	AFR	male
HG03105	-1.0049795	High	ESN	AFR	female
HG03108	-1.8535615	Intermediate	ESN	AFR	female
HG03109	-1.1248130600000008	High	ESN	AFR	male
HG03111	-2.2292809999999994	Intermediate	ESN	AFR	female
HG03112	-0.7463393999999997	High	ESN	AFR	male
HG03114	-1.3240761	Intermediate	ESN	AFR	female
HG03115	-1.7147860999999995	Intermediate	ESN	AFR	male
HG03117	-2.141545604	Intermediate	ESN	AFR	female
HG03118	0.6416496	High	ESN	AFR	male
HG03120	-1.4723621000000002	Intermediate	ESN	AFR	male
HG03121	-1.3782178000000005	Intermediate	ESN	AFR	female
HG03123	-0.9111292000000004	High	ESN	AFR	female
HG03124	-0.9053519	High	ESN	AFR	male
HG03126	-0.2349386000000002	High	ESN	AFR	female
HG03127	-1.9991666000000003	Intermediate	ESN	AFR	male
HG03129	-0.4331154000000002	High	ESN	AFR	female
HG03130	-2.2102779	Intermediate	ESN	AFR	male
HG03132	-1.4394313999999997	Intermediate	ESN	AFR	female
HG03133	-0.5701760000000002	High	ESN	AFR	male
HG03135	-0.8435139599999999	High	ESN	AFR	female
HG03136	-0.4323271000000004	High	ESN	AFR	male
HG03139	-1.5165676499999996	Intermediate	ESN	AFR	male
HG03157	-0.4535285999999996	High	ESN	AFR	male
HG03159	-0.8894652000000003	High	ESN	AFR	female
HG03160	-1.2183549999999996	High	ESN	AFR	male
HG03162	-0.0549371000000007	High	ESN	AFR	female
HG03163	-1.4027403999999997	Intermediate	ESN	AFR	male
HG03166	-0.2234542000000003	High	ESN	AFR	male
HG03168	-0.6243274999999998	High	ESN	AFR	female
HG03169	-1.1368787800000002	High	ESN	AFR	male
HG03172	-1.21278615	High	ESN	AFR	male
HG03175	-2.5486571	Intermediate	ESN	AFR	male
HG03189	-1.0175571	High	ESN	AFR	female
HG03190	-0.2287612400000003	High	ESN	AFR	male
HG03193	-1.1105216999999996	High	ESN	AFR	male
HG03195	-0.6860801439000002	High	ESN	AFR	female
HG03196	-1.1387568999999995	High	ESN	AFR	male
HG03198	-1.1833463800000008	High	ESN	AFR	female
HG03199	-1.3350433999999998	Intermediate	ESN	AFR	male
HG03202	-0.1533844900000007	High	ESN	AFR	male
HG03209	-0.7095694000000003	High	MSL	AFR	male
HG03212	-1.2524011999999998	High	MSL	AFR	female
HG03224	-0.5456301000000002	High	MSL	AFR	male
HG03225	-1.4548286999999998	Intermediate	MSL	AFR	male
HG03228	-2.16808606	Intermediate	PJL	SAS	male
HG03229	-3.2967107	Intermediate	PJL	SAS	female
HG03234	-4.188078200000001	Low	PJL	SAS	male
HG03235	-2.0936671	Intermediate	PJL	SAS	female
HG03237	-3.3939581000000003	Intermediate	PJL	SAS	male
HG03238	-2.1442479000000003	Intermediate	PJL	SAS	female
HG03240	-0.9847945000000004	High	GWD	AFR	male
HG03241	-0.5165871	High	GWD	AFR	female
HG03246	-1.0090729	High	GWD	AFR	male
HG03247	-0.85437028	High	GWD	AFR	female
HG03258	-1.5268239199999998	Intermediate	GWD	AFR	male
HG03259	-0.5716422	High	GWD	AFR	female
HG03265	-1.4496191660000002	Intermediate	ESN	AFR	male
HG03267	-2.870486	Intermediate	ESN	AFR	female
HG03268	-0.5505900999999997	High	ESN	AFR	male
HG03270	0.1773879999999996	High	ESN	AFR	female
HG03271	-1.0711411000000002	High	ESN	AFR	male
HG03279	-0.4980872999999998	High	ESN	AFR	female
HG03280	-1.5389303999999993	Intermediate	ESN	AFR	male
HG03291	-0.9078246	High	ESN	AFR	female
HG03294	0.6356669	High	ESN	AFR	female
HG03295	0.1841278799999992	High	ESN	AFR	male
HG03297	-0.0692319000000003	High	ESN	AFR	female
HG03298	-0.4494447000000006	High	ESN	AFR	male
HG03300	-0.4608876000000002	High	ESN	AFR	female
HG03301	-2.00973119	Intermediate	ESN	AFR	male
HG03303	-0.910337	High	ESN	AFR	female
HG03304	-0.2366611000000003	High	ESN	AFR	male
HG03311	-1.7030610000000008	Intermediate	ESN	AFR	male
HG03313	-1.415507145	Intermediate	ESN	AFR	male
HG03342	-0.6439049500000004	High	ESN	AFR	female
HG03343	0.0595169900000003	High	ESN	AFR	male
HG03351	-0.0805289999999993	High	ESN	AFR	female
HG03352	-1.7869886999999998	Intermediate	ESN	AFR	male
HG03354	0.5975308000000001	High	ESN	AFR	female
HG03363	-0.4336991000000007	High	ESN	AFR	female
HG03366	-1.3747322600000005	Intermediate	ESN	AFR	female
HG03367	-1.3063301000000007	Intermediate	ESN	AFR	male
HG03369	-1.0762507	High	ESN	AFR	female
HG03370	-0.7812283000000008	High	ESN	AFR	male
HG03372	-1.1201415000000008	High	ESN	AFR	female
HG03376	-1.4706531999999997	Intermediate	MSL	AFR	male
HG03378	-0.7987654999999997	High	MSL	AFR	female
HG03380	-0.75518	High	MSL	AFR	female
HG03382	-0.5015213000000008	High	MSL	AFR	male
HG03385	-1.7323963000000009	Intermediate	MSL	AFR	male
HG03388	-1.6210174499999996	Intermediate	MSL	AFR	male
HG03391	-1.827958	Intermediate	MSL	AFR	male
HG03394	0.4463439699999996	High	MSL	AFR	male
HG03397	-0.5838260000000006	High	MSL	AFR	male
HG03401	0.2248311000000004	High	MSL	AFR	female
HG03410	-0.6918858000000001	High	MSL	AFR	female
HG03419	-1.0470593600000002	High	MSL	AFR	female
HG03428	-1.1111503000000005	High	MSL	AFR	female
HG03432	-0.8272095399999997	High	MSL	AFR	male
HG03433	-0.8446427000000005	High	MSL	AFR	male
HG03436	-1.0165253999999997	High	MSL	AFR	male
HG03437	-1.4880890999999998	Intermediate	MSL	AFR	female
HG03439	-0.1858668999999999	High	MSL	AFR	male
HG03442	-1.1405179999999997	High	MSL	AFR	male
HG03445	-1.7102121999999995	Intermediate	MSL	AFR	male
HG03446	-2.11515462	Intermediate	MSL	AFR	female
HG03449	-2.0794425000000003	Intermediate	MSL	AFR	female
HG03451	-1.82897054	Intermediate	MSL	AFR	male
HG03452	-1.5364431999999997	Intermediate	MSL	AFR	female
HG03455	-1.1029485	High	MSL	AFR	female
HG03457	-1.2054037999999998	High	MSL	AFR	male
HG03458	-0.6099850999999993	High	MSL	AFR	female
HG03460	-1.2574135000000004	High	MSL	AFR	male
HG03461	-0.7910187999999999	High	MSL	AFR	female
HG03464	-0.8871207000000001	High	MSL	AFR	female
HG03469	-2.5349096	Intermediate	MSL	AFR	male
HG03470	-0.9393569	High	MSL	AFR	female
HG03472	-2.2121191	Intermediate	MSL	AFR	male
HG03473	-1.4033834	Intermediate	MSL	AFR	female
HG03476	-2.0324051	Intermediate	MSL	AFR	female
HG03478	-1.5042132000000006	Intermediate	MSL	AFR	male
HG03479	-0.9365978	High	MSL	AFR	female
HG03484	-1.1009016	High	MSL	AFR	male
HG03485	-1.6131667999999997	Intermediate	MSL	AFR	female
HG03488	-2.121437200000001	Intermediate	PJL	SAS	female
HG03490	-2.116091000000001	Intermediate	PJL	SAS	male
HG03491	-1.8872553600000004	Intermediate	PJL	SAS	female
HG03499	-1.1461301000000004	High	ESN	AFR	female
HG03511	-0.8475936	High	ESN	AFR	female
HG03514	-1.9002289000000008	Intermediate	ESN	AFR	female
HG03515	0.4295002999999995	High	ESN	AFR	male
HG03517	-2.1310487	Intermediate	ESN	AFR	female
HG03518	-1.6847078999999996	Intermediate	ESN	AFR	male
HG03520	-1.1830836000000005	High	ESN	AFR	female
HG03521	0.2077424100000004	High	ESN	AFR	male
HG03538	-1.5275673000000003	Intermediate	GWD	AFR	male
HG03539	-1.1249095	High	GWD	AFR	female
HG03547	-0.2364551999999996	High	MSL	AFR	male
HG03548	-1.4624188000000002	Intermediate	MSL	AFR	female
HG03556	0.0762259000000005	High	MSL	AFR	male
HG03557	-1.114950059	High	MSL	AFR	female
HG03558	-0.6851344999999995	High	MSL	AFR	female
HG03559	-1.9842047000000005	Intermediate	MSL	AFR	male
HG03563	-1.1886384	High	MSL	AFR	female
HG03565	-0.5501123000000006	High	MSL	AFR	male
HG03567	-1.4405045999999997	Intermediate	MSL	AFR	female
HG03571	-0.2302591	High	MSL	AFR	male
HG03572	-1.9708789999999992	Intermediate	MSL	AFR	female
HG03575	-0.7353388000000004	High	MSL	AFR	female
HG03577	-0.4441454999999999	High	MSL	AFR	male
HG03578	-1.6299739999999996	Intermediate	MSL	AFR	female
HG03583	-1.1397993999999994	High	MSL	AFR	female
HG03585	-2.4002631	Intermediate	BEB	SAS	male
HG03589	-1.2966399000000002	High	BEB	SAS	female
HG03593	-3.045123489999999	Intermediate	BEB	SAS	male
HG03594	-2.954127500000001	Intermediate	BEB	SAS	male
HG03595	-3.0861423	Intermediate	BEB	SAS	female
HG03598	-2.84035579	Intermediate	BEB	SAS	female
HG03600	-4.2159187	Low	BEB	SAS	male
HG03603	-2.554777699999999	Intermediate	BEB	SAS	male
HG03604	-2.0082146000000005	Intermediate	BEB	SAS	female
HG03607	-1.4792314999999998	Intermediate	BEB	SAS	female
HG03611	-2.9720531	Intermediate	BEB	SAS	female
HG03615	-3.2831393	Intermediate	BEB	SAS	male
HG03616	-2.7502686000000005	Intermediate	BEB	SAS	female
HG03619	-3.513708699999999	Intermediate	PJL	SAS	female
HG03624	-2.7819943	Intermediate	PJL	SAS	male
HG03625	-1.8818239999999995	Intermediate	PJL	SAS	female
HG03629	-2.5409132	Intermediate	PJL	SAS	male
HG03631	-2.3542273	Intermediate	PJL	SAS	female
HG03634	-3.1407412	Intermediate	PJL	SAS	female
HG03636	-2.1973236	Intermediate	PJL	SAS	male
HG03640	-3.2780728000000003	Intermediate	PJL	SAS	female
HG03642	-2.3905219	Intermediate	STU	SAS	female
HG03643	-3.917861200000001	Low	STU	SAS	female
HG03644	-3.6024399600000003	Low	STU	SAS	male
HG03645	-2.7448372	Intermediate	STU	SAS	female
HG03646	-2.5630991	Intermediate	STU	SAS	male
HG03649	-2.38521474	Intermediate	PJL	SAS	male
HG03652	-2.4825696000000006	Intermediate	PJL	SAS	male
HG03653	-2.408407799999999	Intermediate	PJL	SAS	female
HG03660	-2.5658443	Intermediate	PJL	SAS	male
HG03663	-2.7712906	Intermediate	PJL	SAS	male
HG03667	-2.542106199999999	Intermediate	PJL	SAS	male
HG03668	-2.650178687000001	Intermediate	PJL	SAS	female
HG03672	-1.7371625	Intermediate	STU	SAS	male
HG03673	-2.997457	Intermediate	STU	SAS	female
HG03679	-2.5929070000000007	Intermediate	STU	SAS	male
HG03680	-2.4716288800000004	Intermediate	STU	SAS	male
HG03681	-1.968695700000001	Intermediate	STU	SAS	male
HG03684	-2.8006207999999995	Intermediate	STU	SAS	female
HG03685	-3.1501562000000005	Intermediate	STU	SAS	male
HG03686	-2.5393398	Intermediate	STU	SAS	male
HG03687	-3.0108204	Intermediate	STU	SAS	male
HG03689	-2.32337604	Intermediate	STU	SAS	female
HG03690	-2.9313063000000006	Intermediate	STU	SAS	female
HG03691	-2.0678191500000005	Intermediate	STU	SAS	male
HG03692	-3.66962151	Low	STU	SAS	female
HG03693	-3.1590186	Intermediate	STU	SAS	male
HG03694	-3.2535080300000003	Intermediate	STU	SAS	male
HG03695	-3.975646099999999	Low	STU	SAS	male
HG03696	-2.6057814	Intermediate	STU	SAS	male
HG03697	-0.9248925	High	STU	SAS	male
HG03698	-2.9524470000000003	Intermediate	STU	SAS	female
HG03702	-1.9595842000000008	Intermediate	PJL	SAS	male
HG03703	-2.3957355	Intermediate	PJL	SAS	female
HG03705	-3.0776853	Intermediate	PJL	SAS	male
HG03706	-3.51523442	Intermediate	PJL	SAS	female
HG03708	-3.18446421	Intermediate	PJL	SAS	male
HG03709	-3.3069894	Intermediate	PJL	SAS	female
HG03711	-1.89213	Intermediate	STU	SAS	male
HG03713	-2.4025874	Intermediate	ITU	SAS	male
HG03714	-3.585342390000001	Low	ITU	SAS	female
HG03716	-1.2063959700000004	High	ITU	SAS	male
HG03717	-2.7259212	Intermediate	ITU	SAS	female
HG03718	-4.5154963	Low	ITU	SAS	male
HG03720	-3.894731800000001	Low	ITU	SAS	male
HG03722	-4.085740500000001	Low	ITU	SAS	female
HG03727	-3.615017	Low	ITU	SAS	male
HG03729	-3.0504972	Intermediate	ITU	SAS	male
HG03730	-2.810785799999999	Intermediate	ITU	SAS	female
HG03731	-1.5545637099999996	Intermediate	ITU	SAS	female
HG03733	-2.9308778	Intermediate	STU	SAS	female
HG03736	-2.9160877000000003	Intermediate	STU	SAS	female
HG03738	-1.9484842899999992	Intermediate	STU	SAS	male
HG03740	-3.116203600000001	Intermediate	STU	SAS	male
HG03741	-1.6791684	Intermediate	STU	SAS	female
HG03742	-2.9294745000000004	Intermediate	ITU	SAS	male
HG03743	-3.8567149	Low	STU	SAS	male
HG03744	-2.459535	Intermediate	STU	SAS	male
HG03745	-3.953388999999999	Low	STU	SAS	male
HG03746	-3.64819667	Low	STU	SAS	male
HG03750	-2.3116255	Intermediate	STU	SAS	male
HG03752	-3.11912234	Intermediate	STU	SAS	female
HG03753	-2.2712851000000005	Intermediate	STU	SAS	male
HG03754	-2.2661277	Intermediate	STU	SAS	female
HG03755	-2.8921230000000007	Intermediate	STU	SAS	male
HG03756	-3.653280009999999	Low	STU	SAS	female
HG03757	-3.2005551000000003	Intermediate	STU	SAS	female
HG03760	-2.3731185000000004	Intermediate	STU	SAS	female
HG03762	-3.086209	Intermediate	PJL	SAS	female
HG03765	-2.3423981	Intermediate	PJL	SAS	female
HG03767	-2.5219255199999995	Intermediate	PJL	SAS	male
HG03770	-3.729750099999999	Low	ITU	SAS	female
HG03771	-1.6421397999999996	Intermediate	ITU	SAS	male
HG03772	-2.60683767	Intermediate	ITU	SAS	female
HG03773	-2.709014300000001	Intermediate	ITU	SAS	male
HG03774	-4.073717399999999	Low	ITU	SAS	female
HG03775	-4.087675169999999	Low	ITU	SAS	male
HG03777	-4.035585499999999	Low	ITU	SAS	male
HG03778	-3.3526784999999992	Intermediate	ITU	SAS	male
HG03779	-2.1871976	Intermediate	ITU	SAS	male
HG03780	-2.8713367000000005	Intermediate	ITU	SAS	female
HG03781	-2.7254349	Intermediate	ITU	SAS	female
HG03782	-2.7281484000000003	Intermediate	ITU	SAS	female
HG03784	-4.1409369	Low	ITU	SAS	female
HG03785	-3.0356197	Intermediate	ITU	SAS	male
HG03786	-3.3010484999999994	Intermediate	ITU	SAS	male
HG03787	-2.2399690000000003	Intermediate	ITU	SAS	female
HG03788	-1.5800289900000004	Intermediate	ITU	SAS	male
HG03789	-2.0378624000000003	Intermediate	ITU	SAS	female
HG03790	-1.8318903000000009	Intermediate	ITU	SAS	male
HG03792	-2.15443915	Intermediate	ITU	SAS	male
HG03793	-2.6656937	Intermediate	BEB	SAS	female
HG03796	-2.97092174	Intermediate	BEB	SAS	female
HG03800	-0.6634142999999995	High	BEB	SAS	male
HG03802	-1.1693842200000002	High	BEB	SAS	female
HG03803	-2.8317754	Intermediate	BEB	SAS	male
HG03805	-2.727856299999999	Intermediate	BEB	SAS	female
HG03808	-4.212818463999999	Low	BEB	SAS	female
HG03809	-2.8744538800000003	Intermediate	BEB	SAS	male
HG03812	-3.3113478999999995	Intermediate	BEB	SAS	male
HG03814	-2.79845987	Intermediate	BEB	SAS	female
HG03815	-2.815303399999999	Intermediate	BEB	SAS	male
HG03817	-0.5584936	High	BEB	SAS	female
HG03821	-2.6663166999999994	Intermediate	BEB	SAS	male
HG03823	-2.1326055900000003	Intermediate	BEB	SAS	female
HG03824	-3.2680038	Intermediate	BEB	SAS	male
HG03826	-2.8161439	Intermediate	BEB	SAS	female
HG03829	-2.9364491	Intermediate	BEB	SAS	female
HG03830	-1.8291663	Intermediate	BEB	SAS	male
HG03832	-2.0005279	Intermediate	BEB	SAS	female
HG03833	-3.5088156	Intermediate	BEB	SAS	male
HG03836	-2.1123566999999994	Intermediate	STU	SAS	female
HG03837	-3.1424104000000006	Intermediate	STU	SAS	male
HG03838	-2.1071509	Intermediate	STU	SAS	female
HG03844	-1.950227940000001	Intermediate	STU	SAS	male
HG03846	-3.8611673	Low	STU	SAS	male
HG03848	-1.766255635999999	Intermediate	STU	SAS	male
HG03849	-1.8312111	Intermediate	STU	SAS	female
HG03850	-2.1650579	Intermediate	STU	SAS	male
HG03851	-1.2394904999999996	High	STU	SAS	male
HG03854	-2.113470140999999	Intermediate	STU	SAS	male
HG03856	-3.295292800000001	Intermediate	STU	SAS	male
HG03857	-0.7890903000000002	High	STU	SAS	female
HG03858	-2.78400307	Intermediate	STU	SAS	female
HG03861	-4.175358800000001	Low	ITU	SAS	female
HG03862	-1.5324417999999995	Intermediate	ITU	SAS	female
