IID	PRS
HG02502	-21.081099999999996
HG02505	-21.506600000000002
HG02508	-22.644199999999998
HG02511	-19.0985
HG02512	-23.341800000000006
HG02513	-20.5763
HG02521	-20.072300000000002
HG02522	-25.137600000000003
HG02536	-22.5439
HG02537	-23.589299999999998
HG02541	-20.5169
HG02545	-23.927400000000002
HG02546	-22.4633
HG02549	-23.223199999999995
HG02554	-21.749899999999997
HG02555	-23.7072
HG02557	-21.109500000000004
HG02558	-20.668699999999994
HG02561	-21.564799999999998
HG02562	-20.7219
HG02568	-19.75650000000001
HG02570	-23.049600000000005
HG02571	-19.870499999999996
HG02573	-22.168199999999995
HG02574	-19.544500000000006
HG02577	-22.90590000000001
HG02580	-22.6781
HG02582	-20.6559
HG02583	-20.840100000000003
HG02585	-19.9396
HG02586	-22.8264
HG02588	-21.432300000000005
HG02589	-20.149100000000004
HG02594	-21.844400000000007
HG02595	-22.677300000000002
HG02597	-23.038499999999992
HG02600	-23.0519
HG02601	-21.205499999999994
HG02603	-23.3761
HG02604	-19.9227
HG02610	-24.134499999999996
HG02611	-21.727199999999996
HG02613	-24.768900000000006
HG02614	-18.8103
HG02620	-24.223799999999997
HG02621	-21.322199999999995
HG02623	-20.278899999999993
HG02624	-22.566900000000008
HG02628	-21.073600000000003
HG02629	-22.539800000000003
HG02634	-22.201100000000004
HG02635	-23.4689
HG02642	-23.491
HG02643	-24.323300000000007
HG02645	-22.71710000000001
HG02646	-23.498299999999997
HG02648	-23.013199999999998
HG02649	-21.7358
HG02651	-24.067699999999995
HG02652	-21.445999999999998
HG02654	-20.271600000000003
HG02655	-23.501299999999997
HG02657	-22.469600000000007
HG02658	-25.282099999999996
HG02660	-22.3227
HG02661	-23.62290000000001
HG02666	-18.904999999999998
HG02667	-21.5831
HG02675	-22.1079
HG02676	-20.40030000000001
HG02678	-19.324399999999997
HG02679	-19.64700000000001
HG02681	-20.149500000000003
HG02682	-22.2487
HG02684	-23.432999999999996
HG02685	-21.204300000000003
HG02687	-22.792500000000004
HG02688	-20.508300000000002
HG02690	-21.781100000000006
HG02691	-20.9021
HG02694	-24.191799999999997
HG02696	-20.6736
HG02697	-19.383599999999998
HG02699	-21.109399999999997
HG02700	-21.945799999999995
HG02702	-20.895000000000007
HG02703	-20.8787
HG02715	-19.612199999999998
HG02716	-22.661900000000003
HG02721	-19.588499999999996
HG02722	-21.949899999999992
HG02724	-24.1554
HG02725	-18.967599999999997
HG02727	-22.135199999999998
HG02728	-21.6778
HG02731	-23.3457
HG02733	-22.2009
HG02734	-23.7129
HG02736	-22.262100000000004
HG02737	-22.949600000000004
HG02756	-24.174000000000007
HG02757	-20.206000000000003
HG02759	-21.3773
HG02760	-20.9458
HG02763	-19.941200000000002
HG02768	-19.9081
HG02769	-18.876500000000007
HG02771	-23.248199999999997
HG02772	-22.417000000000005
