IID	PRS	PRS_Group
HG02187	-23.178800000000003	Intermediate
HG02188	-21.1739	Intermediate
HG02190	-20.0091	High
HG02215	-23.4114	Low
HG02219	-20.370400000000004	Intermediate
HG02220	-24.0478	Low
HG02221	-21.8689	Intermediate
HG02223	-22.128099999999996	Intermediate
HG02224	-19.65629999999999	High
HG02230	-19.6712	High
HG02231	-22.469000000000005	Intermediate
HG02232	-22.6623	Intermediate
HG02233	-17.932199999999998	High
HG02235	-23.976	Low
HG02236	-21.75399999999999	Intermediate
HG02238	-21.27790000000001	Intermediate
HG02239	-22.8522	Intermediate
HG02250	-21.581999999999997	Intermediate
HG02252	-20.668800000000008	Intermediate
HG02253	-20.697699999999998	Intermediate
HG02255	-23.0356	Intermediate
HG02256	-21.429500000000004	Intermediate
HG02259	-23.0798	Intermediate
HG02260	-25.025100000000005	Low
HG02262	-20.636199999999995	Intermediate
HG02265	-22.5817	Intermediate
HG02266	-23.5485	Low
HG02271	-23.4492	Low
HG02272	-26.316900000000004	Low
HG02274	-24.4043	Low
HG02275	-25.275400000000005	Low
HG02277	-19.0774	High
HG02278	-24.9754	Low
HG02281	-20.5188	Intermediate
HG02282	-21.249	Intermediate
HG02283	-22.0621	Intermediate
HG02284	-20.9889	Intermediate
HG02285	-23.7162	Low
HG02286	-22.171399999999995	Intermediate
HG02291	-23.9627	Low
HG02292	-26.6275	Low
HG02298	-25.3404	Low
HG02299	-22.0006	Intermediate
HG02301	-25.2321	Low
HG02304	-23.4232	Low
HG02307	-22.360100000000003	Intermediate
HG02308	-26.0719	Low
HG02309	-23.8619	Low
HG02312	-23.203999999999997	Intermediate
HG02314	-21.747699999999995	Intermediate
HG02315	-20.300000000000004	High
HG02317	-19.6864	High
HG02318	-21.3407	Intermediate
HG02322	-23.543000000000003	Low
HG02323	-20.4383	Intermediate
HG02325	-21.7141	Intermediate
HG02330	-21.999399999999994	Intermediate
HG02332	-21.088100000000004	Intermediate
HG02334	-20.9465	Intermediate
HG02337	-22.975	Intermediate
HG02339	-25.906900000000004	Low
HG02343	-20.876600000000003	Intermediate
HG02345	-24.0262	Low
HG02348	-22.047700000000003	Intermediate
HG02351	-22.594	Intermediate
HG02353	-20.5949	Intermediate
HG02355	-21.718	Intermediate
HG02356	-20.323599999999995	High
HG02360	-21.705200000000005	Intermediate
HG02364	-25.505500000000005	Low
HG02367	-20.1464	High
HG02371	-21.129600000000003	Intermediate
HG02373	-22.8602	Intermediate
HG02374	-21.853399999999997	Intermediate
HG02375	-21.615900000000003	Intermediate
HG02379	-20.5406	Intermediate
HG02380	-19.5401	High
HG02382	-20.926100000000005	Intermediate
HG02383	-22.5621	Intermediate
HG02384	-21.007599999999996	Intermediate
HG02385	-21.0357	Intermediate
HG02386	-18.820500000000003	High
HG02389	-20.4564	Intermediate
HG02390	-19.2295	High
HG02391	-21.54030000000001	Intermediate
HG02392	-20.934	Intermediate
HG02394	-22.2001	Intermediate
HG02395	-22.5325	Intermediate
HG02396	-20.513	Intermediate
HG02397	-24.8177	Low
HG02398	-20.657599999999995	Intermediate
HG02399	-19.2097	High
HG02401	-26.0426	Low
HG02402	-22.765999999999995	Intermediate
HG02406	-23.3069	Low
HG02407	-21.94300000000001	Intermediate
HG02408	-20.983200000000004	Intermediate
HG02409	-21.9966	Intermediate
HG02410	-23.6586	Low
HG02419	-22.7585	Intermediate
HG02420	-23.02839999999999	Intermediate
HG02425	-22.7728	Intermediate
HG02427	-19.6624	High
HG02429	-21.187200000000004	Intermediate
HG02433	-18.732800000000005	High
HG02439	-23.4716	Low
HG02442	-21.3818	Intermediate
HG02445	-20.0425	High
HG02449	-20.6299	Intermediate
HG02450	-22.646399999999996	Intermediate
HG02455	-20.245899999999995	High
HG02461	-21.811200000000003	Intermediate
HG02462	-19.3151	High
HG02464	-20.5384	Intermediate
HG02465	-20.755	Intermediate
HG02470	-23.098700000000004	Intermediate
HG02471	-21.1702	Intermediate
HG02476	-20.2082	High
HG02477	-20.046700000000005	High
HG02479	-20.799800000000005	Intermediate
HG02481	-23.8633	Low
HG02484	-18.83320000000001	High
HG02485	-22.611500000000003	Intermediate
HG02489	-22.8637	Intermediate
HG02490	-23.2751	Low
HG02491	-19.5007	High
HG02493	-20.8562	Intermediate
HG02494	-18.6706	High
HG02496	-20.9505	Intermediate
HG02497	-23.77800000000001	Low
HG02501	-19.9251	High
HG02502	-21.0811	Intermediate
HG02505	-21.5066	Intermediate
HG02508	-22.6442	Intermediate
HG02511	-19.0985	High
HG02512	-23.341800000000006	Low
HG02513	-20.5763	Intermediate
HG02521	-20.0723	High
HG02522	-25.137600000000003	Low
HG02536	-22.5439	Intermediate
HG02537	-23.5893	Low
HG02541	-20.5169	Intermediate
HG02545	-23.9274	Low
HG02546	-22.4633	Intermediate
HG02549	-23.223199999999995	Intermediate
HG02554	-21.7499	Intermediate
HG02555	-23.7072	Low
HG02557	-21.109500000000004	Intermediate
HG02558	-20.668699999999998	Intermediate
HG02561	-21.5648	Intermediate
HG02562	-20.7219	Intermediate
HG02568	-19.75650000000001	High
HG02570	-23.049600000000005	Intermediate
HG02571	-19.8705	High
HG02573	-22.168199999999995	Intermediate
HG02574	-19.544500000000006	High
HG02577	-22.90590000000001	Intermediate
HG02580	-22.6781	Intermediate
HG02582	-20.6559	Intermediate
HG02583	-20.840100000000003	Intermediate
HG02585	-19.9396	High
HG02586	-22.8264	Intermediate
HG02588	-21.432300000000005	Intermediate
HG02589	-20.149100000000004	High
HG02594	-21.844400000000007	Intermediate
HG02595	-22.6773	Intermediate
HG02597	-23.038499999999992	Intermediate
HG02600	-23.0519	Intermediate
HG02601	-21.205499999999997	Intermediate
HG02603	-23.3761	Low
HG02604	-19.9227	High
HG02610	-24.1345	Low
HG02611	-21.7272	Intermediate
HG02613	-24.76890000000001	Low
HG02614	-18.8103	High
HG02620	-24.2238	Low
HG02621	-21.322199999999995	Intermediate
HG02623	-20.278899999999997	High
HG02624	-22.566900000000008	Intermediate
HG02628	-21.073600000000003	Intermediate
HG02629	-22.539800000000003	Intermediate
HG02634	-22.201100000000004	Intermediate
HG02635	-23.4689	Low
HG02642	-23.491	Low
HG02643	-24.323300000000007	Low
HG02645	-22.71710000000001	Intermediate
HG02646	-23.4983	Low
HG02648	-23.0132	Intermediate
HG02649	-21.7358	Intermediate
HG02651	-24.067699999999995	Low
HG02652	-21.446	Intermediate
HG02654	-20.271600000000003	High
HG02655	-23.5013	Low
HG02657	-22.469600000000007	Intermediate
HG02658	-25.2821	Low
HG02660	-22.3227	Intermediate
HG02661	-23.62290000000001	Low
HG02666	-18.905	High
HG02667	-21.5831	Intermediate
HG02675	-22.1079	Intermediate
HG02676	-20.40030000000001	Intermediate
HG02678	-19.3244	High
HG02679	-19.64700000000001	High
HG02681	-20.149500000000003	High
HG02682	-22.2487	Intermediate
HG02684	-23.433	Low
HG02685	-21.204300000000003	Intermediate
HG02687	-22.792500000000004	Intermediate
HG02688	-20.5083	Intermediate
HG02690	-21.78110000000001	Intermediate
HG02691	-20.9021	Intermediate
HG02694	-24.1918	Low
HG02696	-20.6736	Intermediate
HG02697	-19.3836	High
HG02699	-21.1094	Intermediate
HG02700	-21.945799999999995	Intermediate
HG02702	-20.895000000000007	Intermediate
HG02703	-20.8787	Intermediate
HG02715	-19.6122	High
HG02716	-22.661900000000003	Intermediate
HG02721	-19.5885	High
HG02722	-21.949899999999992	Intermediate
HG02724	-24.1554	Low
HG02725	-18.9676	High
HG02727	-22.1352	Intermediate
HG02728	-21.6778	Intermediate
HG02731	-23.3457	Low
HG02733	-22.2009	Intermediate
HG02734	-23.7129	Low
HG02736	-22.262100000000004	Intermediate
HG02737	-22.949600000000004	Intermediate
HG02756	-24.174000000000007	Low
HG02757	-20.206000000000003	High
HG02759	-21.3773	Intermediate
HG02760	-20.9458	Intermediate
HG02763	-19.9412	High
HG02768	-19.9081	High
HG02769	-18.876500000000007	High
HG02771	-23.2482	Intermediate
HG02772	-22.417000000000005	Intermediate
HG02774	-20.374599999999997	Intermediate
HG02775	-22.212700000000005	Intermediate
HG02778	-18.1887	High
HG02780	-20.1197	High
HG02783	-20.767800000000005	Intermediate
HG02784	-23.6481	Low
HG02786	-22.2704	Intermediate
HG02787	-21.323400000000003	Intermediate
HG02789	-21.8507	Intermediate
HG02790	-18.8065	High
HG02792	-22.106	Intermediate
HG02793	-22.2431	Intermediate
HG02798	-20.7204	Intermediate
HG02799	-18.9969	High
HG02804	-20.8946	Intermediate
HG02805	-23.499599999999997	Low
HG02807	-20.8271	Intermediate
HG02808	-19.91530000000001	High
HG02810	-19.9898	High
HG02811	-25.6759	Low
HG02813	-20.5923	Intermediate
HG02814	-19.3504	High
HG02816	-23.5211	Low
HG02817	-21.996700000000004	Intermediate
HG02819	-22.7087	Intermediate
HG02820	-25.0254	Low
HG02836	-21.2094	Intermediate
HG02837	-20.948400000000003	Intermediate
HG02839	-22.0563	Intermediate
HG02840	-21.985499999999995	Intermediate
HG02851	-21.084299999999995	Intermediate
HG02852	-24.687900000000003	Low
HG02854	-21.746499999999997	Intermediate
HG02855	-17.928400000000003	High
HG02860	-19.3255	High
HG02861	-22.8348	Intermediate
HG02870	-22.511	Intermediate
HG02878	-20.2432	High
HG02879	-21.3574	Intermediate
HG02881	-20.7353	Intermediate
HG02882	-21.65010000000001	Intermediate
HG02884	-22.239300000000004	Intermediate
HG02885	-22.113	Intermediate
HG02887	-22.5046	Intermediate
HG02888	-23.42920000000001	Low
HG02890	-20.698600000000003	Intermediate
HG02891	-25.324	Low
HG02895	-19.9713	High
HG02896	-19.6344	High
HG02922	-23.4329	Low
HG02923	-20.201500000000003	High
HG02938	-22.7857	Intermediate
HG02941	-21.4256	Intermediate
HG02943	-20.793600000000005	Intermediate
HG02944	-21.2792	Intermediate
HG02946	-22.790899999999997	Intermediate
HG02947	-20.384799999999995	Intermediate
HG02952	-22.210700000000003	Intermediate
HG02953	-22.4729	Intermediate
HG02968	-22.2212	Intermediate
HG02970	-21.2871	Intermediate
HG02971	-21.9291	Intermediate
HG02973	-22.5284	Intermediate
HG02974	-22.6739	Intermediate
HG02976	-21.631	Intermediate
HG02977	-21.1273	Intermediate
HG02979	-21.542500000000004	Intermediate
HG02981	-21.195	Intermediate
HG02982	-21.6342	Intermediate
HG02983	-20.3886	Intermediate
HG03006	-19.1372	High
HG03007	-22.39380000000001	Intermediate
HG03009	-20.203199999999995	High
HG03012	-21.53819999999999	Intermediate
HG03015	-21.365400000000008	Intermediate
HG03016	-23.186100000000003	Intermediate
HG03018	-19.6695	High
HG03019	-20.2685	High
HG03021	-21.38179999999999	Intermediate
HG03022	-24.632499999999997	Low
HG03024	-20.8293	Intermediate
HG03025	-22.6983	Intermediate
HG03027	-21.79460000000001	Intermediate
HG03028	-20.7752	Intermediate
HG03039	-21.7296	Intermediate
HG03040	-23.2037	Intermediate
HG03045	-20.573999999999995	Intermediate
HG03046	-21.9394	Intermediate
HG03048	-21.0993	Intermediate
HG03049	-21.5147	Intermediate
HG03052	-21.7069	Intermediate
HG03054	-21.385900000000003	Intermediate
HG03055	-24.2425	Low
HG03057	-21.15349999999999	Intermediate
HG03058	-21.8575	Intermediate
HG03060	-21.5847	Intermediate
HG03061	-21.2221	Intermediate
HG03063	-20.592099999999995	Intermediate
HG03064	-22.517100000000003	Intermediate
HG03066	-22.5654	Intermediate
HG03069	-21.534	Intermediate
HG03072	-20.51550000000001	Intermediate
HG03073	-21.67310000000001	Intermediate
HG03074	-21.0177	Intermediate
HG03077	-23.6885	Low
HG03078	-22.488	Intermediate
HG03079	-22.380000000000003	Intermediate
HG03081	-20.5509	Intermediate
HG03082	-20.4589	Intermediate
HG03084	-23.0177	Intermediate
HG03085	-20.54490000000001	Intermediate
HG03086	-21.782200000000003	Intermediate
HG03088	-20.538200000000003	Intermediate
HG03091	-21.48839999999999	Intermediate
HG03095	-21.737	Intermediate
HG03096	-22.8337	Intermediate
HG03097	-20.555800000000005	Intermediate
HG03099	-21.716900000000003	Intermediate
HG03100	-19.7162	High
HG03103	-23.1828	Intermediate
HG03105	-22.0152	Intermediate
HG03108	-20.4993	Intermediate
HG03109	-18.9409	High
HG03111	-20.6821	Intermediate
HG03112	-20.671299999999995	Intermediate
HG03114	-23.045	Intermediate
HG03115	-22.883000000000006	Intermediate
HG03117	-20.917	Intermediate
HG03118	-20.3444	Intermediate
HG03120	-20.2637	High
HG03121	-21.4042	Intermediate
HG03123	-22.8428	Intermediate
HG03124	-20.4896	Intermediate
HG03126	-21.9547	Intermediate
HG03127	-21.2791	Intermediate
HG03129	-24.3032	Low
HG03130	-20.7128	Intermediate
HG03132	-23.1357	Intermediate
HG03133	-22.929100000000005	Intermediate
HG03135	-21.9199	Intermediate
HG03136	-21.1898	Intermediate
HG03139	-22.864999999999995	Intermediate
HG03157	-20.3391	Intermediate
HG03159	-22.134	Intermediate
HG03160	-21.2644	Intermediate
HG03162	-20.743500000000004	Intermediate
HG03163	-21.9565	Intermediate
HG03166	-22.9938	Intermediate
HG03168	-20.0968	High
HG03169	-19.044799999999995	High
HG03172	-21.575900000000004	Intermediate
HG03175	-22.9519	Intermediate
HG03189	-21.929699999999997	Intermediate
HG03190	-21.896100000000004	Intermediate
HG03193	-20.8145	Intermediate
HG03195	-21.1197	Intermediate
HG03196	-21.7395	Intermediate
HG03198	-22.059799999999992	Intermediate
HG03199	-22.521400000000007	Intermediate
HG03202	-24.083600000000008	Low
HG03209	-22.4351	Intermediate
HG03212	-22.8132	Intermediate
HG03224	-23.55769999999999	Low
HG03225	-22.3939	Intermediate
HG03228	-22.6598	Intermediate
HG03229	-20.068600000000004	High
HG03234	-21.8038	Intermediate
HG03235	-17.4464	High
HG03237	-20.7508	Intermediate
HG03238	-20.819600000000005	Intermediate
HG03240	-22.412700000000005	Intermediate
HG03241	-21.1216	Intermediate
HG03246	-19.3963	High
HG03247	-22.1381	Intermediate
HG03258	-20.395200000000003	Intermediate
HG03259	-21.252800000000004	Intermediate
HG03265	-23.4707	Low
HG03267	-20.9011	Intermediate
HG03268	-23.0117	Intermediate
HG03270	-22.459	Intermediate
HG03271	-21.965	Intermediate
HG03279	-23.8227	Low
HG03280	-21.77490000000001	Intermediate
HG03291	-21.381900000000005	Intermediate
HG03294	-21.525900000000004	Intermediate
HG03295	-22.3656	Intermediate
HG03297	-20.028	High
HG03298	-19.483	High
HG03300	-20.7704	Intermediate
HG03301	-20.1835	High
HG03303	-21.625	Intermediate
HG03304	-23.13369999999999	Intermediate
HG03311	-23.235600000000005	Intermediate
HG03313	-19.48230000000001	High
HG03342	-21.881500000000003	Intermediate
HG03343	-21.742	Intermediate
HG03351	-21.7237	Intermediate
HG03352	-21.4652	Intermediate
HG03354	-22.0983	Intermediate
HG03363	-23.848400000000005	Low
HG03366	-22.1455	Intermediate
HG03367	-20.8001	Intermediate
HG03369	-22.870700000000006	Intermediate
HG03370	-18.4091	High
HG03372	-20.415	Intermediate
HG03376	-19.412600000000005	High
HG03378	-23.9066	Low
HG03380	-21.76	Intermediate
HG03382	-20.010900000000003	High
HG03385	-22.8021	Intermediate
HG03388	-21.7593	Intermediate
HG03391	-23.1168	Intermediate
HG03394	-22.6587	Intermediate
HG03397	-22.994000000000003	Intermediate
HG03401	-25.7126	Low
HG03410	-21.0749	Intermediate
HG03419	-21.505699999999997	Intermediate
HG03428	-21.2869	Intermediate
HG03432	-22.349999999999994	Intermediate
HG03433	-23.354299999999995	Low
HG03436	-19.8004	High
HG03437	-22.899600000000003	Intermediate
HG03439	-22.825800000000005	Intermediate
HG03442	-22.8305	Intermediate
HG03445	-20.449399999999997	Intermediate
HG03446	-21.5907	Intermediate
HG03449	-23.518400000000007	Low
HG03451	-23.5321	Low
HG03452	-25.1267	Low
HG03455	-22.4033	Intermediate
HG03457	-22.8362	Intermediate
HG03458	-20.946	Intermediate
HG03460	-17.9734	High
HG03461	-21.2309	Intermediate
HG03464	-23.2225	Intermediate
HG03469	-21.5394	Intermediate
HG03470	-22.3463	Intermediate
HG03472	-20.1764	High
HG03473	-21.367	Intermediate
HG03476	-20.830699999999997	Intermediate
HG03478	-21.1758	Intermediate
HG03479	-21.3318	Intermediate
HG03484	-21.5257	Intermediate
HG03485	-23.566600000000005	Low
HG03488	-20.508199999999995	Intermediate
HG03490	-23.619000000000003	Low
HG03491	-21.4478	Intermediate
HG03499	-20.0383	High
HG03511	-21.616399999999995	Intermediate
HG03514	-21.7971	Intermediate
HG03515	-19.8317	High
HG03517	-22.44	Intermediate
HG03518	-19.794000000000008	High
HG03520	-20.1824	High
HG03521	-20.727300000000003	Intermediate
HG03538	-19.353	High
HG03539	-21.462600000000005	Intermediate
HG03547	-21.4488	Intermediate
HG03548	-23.3657	Low
HG03556	-21.074	Intermediate
HG03557	-21.2387	Intermediate
HG03558	-19.130099999999995	High
HG03559	-21.9671	Intermediate
HG03563	-20.9981	Intermediate
HG03565	-22.6015	Intermediate
HG03567	-19.2634	High
HG03571	-21.687499999999996	Intermediate
HG03572	-23.8526	Low
HG03575	-23.970799999999997	Low
HG03577	-22.733300000000003	Intermediate
HG03578	-22.6306	Intermediate
HG03583	-20.761899999999997	Intermediate
HG03585	-22.118	Intermediate
HG03589	-21.761000000000003	Intermediate
HG03593	-21.8281	Intermediate
HG03594	-23.140500000000003	Intermediate
HG03595	-21.6166	Intermediate
HG03598	-22.44870000000001	Intermediate
HG03600	-21.8374	Intermediate
HG03603	-23.5402	Low
HG03604	-18.474499999999995	High
HG03607	-21.9191	Intermediate
HG03611	-21.101500000000005	Intermediate
HG03615	-22.0759	Intermediate
HG03616	-21.8076	Intermediate
HG03619	-18.1825	High
HG03624	-20.452700000000007	Intermediate
HG03625	-18.7667	High
HG03629	-22.3128	Intermediate
HG03631	-23.313700000000004	Low
HG03634	-19.481899999999992	High
HG03636	-19.9411	High
HG03640	-21.0826	Intermediate
HG03642	-22.847399999999997	Intermediate
HG03643	-22.123	Intermediate
HG03644	-21.2598	Intermediate
HG03645	-21.1448	Intermediate
HG03646	-21.7971	Intermediate
HG03649	-21.120100000000004	Intermediate
HG03652	-22.58890000000001	Intermediate
HG03653	-20.7163	Intermediate
HG03660	-20.5197	Intermediate
HG03663	-21.1429	Intermediate
HG03667	-22.437299999999997	Intermediate
HG03668	-21.6653	Intermediate
HG03672	-20.5398	Intermediate
HG03673	-19.2013	High
HG03679	-17.922099999999997	High
HG03680	-24.9435	Low
HG03681	-20.6847	Intermediate
HG03684	-17.1793	High
HG03685	-22.911400000000004	Intermediate
HG03686	-19.619800000000005	High
HG03687	-19.891	High
HG03689	-23.1387	Intermediate
HG03690	-21.992600000000007	Intermediate
HG03691	-19.0904	High
HG03692	-24.0789	Low
HG03693	-21.153500000000005	Intermediate
HG03694	-22.539400000000004	Intermediate
HG03695	-20.8364	Intermediate
HG03696	-20.1294	High
HG03697	-19.75960000000001	High
HG03698	-21.567400000000003	Intermediate
HG03702	-21.778899999999997	Intermediate
HG03703	-18.686499999999995	High
HG03705	-18.942400000000003	High
HG03706	-21.634	Intermediate
HG03708	-22.4268	Intermediate
HG03709	-23.605	Low
HG03711	-22.447299999999995	Intermediate
HG03713	-20.6503	Intermediate
HG03714	-18.3349	High
HG03716	-22.4934	Intermediate
HG03717	-24.5571	Low
HG03718	-21.205600000000008	Intermediate
HG03720	-21.910400000000003	Intermediate
HG03722	-21.0657	Intermediate
HG03727	-20.1307	High
HG03729	-22.747	Intermediate
HG03730	-19.5496	High
HG03731	-19.6335	High
HG03733	-21.519	Intermediate
HG03736	-21.320400000000003	Intermediate
HG03738	-21.751999999999995	Intermediate
HG03740	-21.8608	Intermediate
HG03741	-23.1424	Intermediate
HG03742	-21.886000000000003	Intermediate
HG03743	-21.2296	Intermediate
HG03744	-22.232500000000005	Intermediate
HG03745	-19.3965	High
HG03746	-19.886	High
HG03750	-19.922899999999995	High
HG03752	-23.1215	Intermediate
HG03753	-22.0367	Intermediate
HG03754	-19.8899	High
HG03755	-19.0113	High
HG03756	-18.3692	High
HG03757	-17.650900000000004	High
HG03760	-20.550999999999995	Intermediate
HG03762	-20.102100000000004	High
HG03765	-19.96850000000001	High
HG03767	-18.695899999999995	High
HG03770	-21.557699999999997	Intermediate
HG03771	-21.0935	Intermediate
HG03772	-17.867900000000002	High
HG03773	-17.9165	High
HG03774	-20.7961	Intermediate
HG03775	-19.4917	High
HG03777	-21.666000000000004	Intermediate
HG03778	-22.01960000000001	Intermediate
HG03779	-20.6919	Intermediate
HG03780	-22.437800000000003	Intermediate
HG03781	-23.531300000000005	Low
HG03782	-21.949800000000003	Intermediate
HG03784	-22.4732	Intermediate
HG03785	-21.4755	Intermediate
HG03786	-22.554700000000004	Intermediate
HG03787	-21.6334	Intermediate
HG03788	-22.7445	Intermediate
HG03789	-20.90379999999999	Intermediate
HG03790	-21.3765	Intermediate
HG03792	-20.4505	Intermediate
HG03793	-22.2999	Intermediate
HG03796	-24.70790000000001	Low
HG03800	-19.190900000000006	High
HG03802	-19.631200000000007	High
HG03803	-19.8157	High
HG03805	-21.675500000000007	Intermediate
HG03808	-19.1972	High
HG03809	-22.509	Intermediate
HG03812	-19.9506	High
HG03814	-24.213	Low
HG03815	-21.719200000000008	Intermediate
HG03817	-20.435600000000004	Intermediate
HG03821	-20.205399999999997	High
HG03823	-21.18050000000001	Intermediate
HG03824	-23.3923	Low
HG03826	-26.5407	Low
HG03829	-21.4946	Intermediate
HG03830	-23.235999999999997	Intermediate
HG03832	-24.5677	Low
HG03833	-19.873099999999997	High
HG03836	-19.466000000000005	High
HG03837	-16.9058	High
HG03838	-23.3777	Low
HG03844	-21.6226	Intermediate
HG03846	-19.5303	High
HG03848	-17.9864	High
HG03849	-18.5688	High
HG03850	-19.392900000000004	High
HG03851	-19.2507	High
HG03854	-20.5481	Intermediate
HG03856	-23.0916	Intermediate
HG03857	-19.3641	High
HG03858	-21.6719	Intermediate
HG03861	-22.5737	Intermediate
HG03862	-21.7865	Intermediate
HG03863	-22.746499999999997	Intermediate
HG03864	-19.347400000000004	High
HG03866	-18.8374	High
HG03867	-21.676700000000004	Intermediate
HG03868	-22.8612	Intermediate
HG03869	-18.3876	High
HG03870	-20.396500000000003	Intermediate
HG03871	-19.94140000000001	High
HG03872	-19.8285	High
HG03873	-21.9051	Intermediate
HG03874	-20.0926	High
HG03875	-21.3489	Intermediate
HG03882	-22.730500000000003	Intermediate
HG03884	-20.596200000000003	Intermediate
HG03885	-20.97179999999999	Intermediate
HG03886	-19.825000000000003	High
HG03887	-19.231799999999996	High
HG03888	-20.627299999999995	Intermediate
HG03890	-19.506800000000005	High
HG03894	-19.982800000000005	High
HG03895	-19.348699999999997	High
HG03896	-18.4986	High
HG03897	-19.9088	High
HG03898	-19.9083	High
HG03899	-20.577700000000007	Intermediate
HG03900	-20.8373	Intermediate
HG03902	-20.949699999999996	Intermediate
HG03905	-20.7922	Intermediate
HG03907	-21.2319	Intermediate
HG03908	-20.5439	Intermediate
HG03910	-20.7561	Intermediate
HG03911	-22.303800000000003	Intermediate
HG03913	-19.915299999999995	High
HG03914	-20.3069	High
HG03916	-23.309200000000004	Low
HG03917	-23.498100000000008	Low
HG03919	-25.4512	Low
HG03920	-21.6917	Intermediate
HG03922	-22.809600000000003	Intermediate
HG03925	-21.382	Intermediate
HG03926	-23.7889	Low
HG03928	-21.3461	Intermediate
HG03931	-20.651000000000003	Intermediate
HG03934	-26.358300000000003	Low
HG03937	-22.0311	Intermediate
HG03940	-19.2272	High
HG03941	-22.7981	Intermediate
HG03943	-21.989	Intermediate
HG03944	-19.0077	High
HG03945	-22.5339	Intermediate
HG03947	-22.5756	Intermediate
HG03949	-18.9672	High
HG03950	-21.0624	Intermediate
HG03951	-23.8012	Low
HG03953	-19.7945	High
HG03955	-22.7005	Intermediate
HG03960	-18.865100000000005	High
HG03963	-20.1567	High
HG03965	-18.3252	High
HG03967	-21.1511	Intermediate
HG03968	-20.2036	High
HG03969	-24.5322	Low
HG03971	-22.1058	Intermediate
HG03973	-21.6215	Intermediate
HG03974	-19.007500000000007	High
HG03976	-20.8831	Intermediate
HG03977	-22.182700000000004	Intermediate
HG03978	-18.9025	High
HG03985	-20.3687	Intermediate
HG03986	-22.1195	Intermediate
HG03989	-21.8308	Intermediate
HG03990	-20.6129	Intermediate
HG03991	-23.4637	Low
HG03995	-19.460799999999995	High
HG03998	-22.036500000000004	Intermediate
HG03999	-23.292399999999997	Low
HG04001	-18.162600000000005	High
HG04002	-22.646	Intermediate
HG04003	-18.926600000000004	High
HG04006	-25.4572	Low
HG04014	-17.996000000000006	High
HG04015	-22.132000000000005	Intermediate
HG04017	-21.4645	Intermediate
HG04018	-20.477100000000004	Intermediate
HG04019	-20.401300000000003	Intermediate
HG04020	-22.024400000000004	Intermediate
HG04022	-19.160699999999995	High
HG04023	-18.8634	High
HG04025	-20.791299999999996	Intermediate
HG04026	-23.978	Low
HG04029	-21.7551	Intermediate
HG04033	-21.937199999999997	Intermediate
HG04035	-21.1948	Intermediate
HG04038	-22.5224	Intermediate
HG04039	-18.3098	High
HG04042	-20.7918	Intermediate
HG04047	-19.956699999999994	High
HG04054	-20.2283	High
HG04056	-19.694000000000003	High
HG04059	-21.3478	Intermediate
HG04060	-18.862799999999996	High
HG04061	-22.491200000000006	Intermediate
HG04062	-21.478500000000004	Intermediate
HG04063	-21.4923	Intermediate
HG04070	-20.868099999999995	Intermediate
HG04075	-21.715900000000005	Intermediate
HG04076	-22.767200000000003	Intermediate
HG04080	-20.088000000000005	High
HG04090	-20.197899999999997	High
HG04093	-17.5847	High
HG04094	-22.619	Intermediate
HG04096	-19.8844	High
HG04098	-20.2207	High
HG04099	-21.3072	Intermediate
HG04100	-21.298	Intermediate
HG04106	-19.9096	High
HG04107	-19.4106	High
HG04118	-24.587000000000007	Low
HG04131	-19.4371	High
HG04134	-22.2215	Intermediate
HG04140	-22.7313	Intermediate
HG04141	-24.4598	Low
HG04144	-21.128400000000003	Intermediate
HG04146	-22.9094	Intermediate
HG04152	-20.2788	High
HG04153	-20.3061	High
HG04155	-20.7644	Intermediate
HG04156	-20.082100000000004	High
HG04158	-21.7151	Intermediate
HG04159	-21.5368	Intermediate
HG04161	-21.020099999999992	Intermediate
HG04162	-19.6268	High
HG04164	-19.5043	High
HG04171	-18.9706	High
HG04173	-23.0806	Intermediate
HG04176	-21.3253	Intermediate
HG04177	-20.126200000000004	High
HG04180	-22.015	Intermediate
HG04182	-21.052799999999998	Intermediate
HG04183	-21.9698	Intermediate
HG04185	-23.4371	Low
HG04186	-22.289200000000005	Intermediate
HG04188	-19.332700000000003	High
HG04189	-22.788799999999995	Intermediate
HG04194	-21.6982	Intermediate
HG04195	-21.660499999999995	Intermediate
HG04198	-20.887300000000003	Intermediate
HG04200	-20.11950000000001	High
HG04202	-23.073000000000004	Intermediate
HG04206	-24.2726	Low
HG04209	-19.717	High
HG04210	-24.0597	Low
HG04211	-21.3252	Intermediate
HG04212	-20.0903	High
HG04214	-19.2769	High
HG04216	-20.3651	Intermediate
HG04219	-20.9781	Intermediate
HG04222	-19.867	High
HG04225	-21.9948	Intermediate
HG04227	-21.3141	Intermediate
HG04229	-20.3156	High
HG04235	-20.2845	High
HG04238	-24.1933	Low
HG04239	-24.538100000000004	Low
NA06984	-19.6712	High
NA06985	-20.4565	Intermediate
NA06986	-23.5845	Low
NA06989	-23.5811	Low
NA06994	-23.053500000000003	Intermediate
NA07000	-21.8179	Intermediate
NA07037	-23.9119	Low
NA07048	-22.7364	Intermediate
NA07051	-24.0553	Low
NA07056	-22.2682	Intermediate
NA07347	-20.900899999999996	Intermediate
NA07357	-22.669799999999995	Intermediate
NA10847	-19.477	High
NA10851	-20.4807	Intermediate
NA11829	-25.3121	Low
