IID	PRS	Risk_Group
NA20504	-4.023131550000001	Low
NA20505	-3.1992957000000013	Intermediate
NA20506	-4.34738817	Low
NA20507	-4.6465399	Low
NA20508	-3.4454535	Intermediate
NA20509	-4.1563202000000015	Low
NA20510	-4.320840300000001	Low
NA20511	-1.7863303999999995	Intermediate
NA20512	-2.6698150000000007	Intermediate
NA20513	-4.669568000000001	Low
NA20514	-3.764089	Low
NA20515	-2.2997312999999995	Intermediate
NA20516	-4.589249800000001	Low
NA20517	-3.5325768	Intermediate
NA20518	-1.0021618000000003	High
NA20519	-3.9466264	Low
NA20520	-3.4017711000000004	Intermediate
NA20521	-2.6114215999999995	Intermediate
NA20522	-3.394975100000001	Intermediate
NA20524	-4.066899	Low
NA20525	-3.6548949999999993	Low
NA20527	-0.7249050999999999	High
NA20528	-3.3522614	Intermediate
NA20529	-3.9209886	Low
NA20530	-2.0312606	Intermediate
NA20531	-2.98591145	Intermediate
NA20532	-4.4944069	Low
NA20533	-3.940837999999999	Low
NA20534	-4.2298945	Low
NA20535	-3.6972314	Low
NA20536	-3.1850423999999995	Intermediate
NA20538	-3.2210604	Intermediate
NA20539	-1.0506917999999996	High
NA20540	-2.9108889399999995	Intermediate
NA20541	-1.953674379999999	Intermediate
NA20542	-2.8076241	Intermediate
NA20543	-3.078706700000001	Intermediate
NA20544	-2.67836	Intermediate
NA20581	-4.7858079	Low
NA20582	-4.498926999999999	Low
NA20585	-0.7827144999999998	High
NA20586	-3.186148550000001	Intermediate
NA20587	-5.00184866	Low
NA20588	-3.7630363	Low
NA20589	-2.6478828000000005	Intermediate
NA20752	-3.67980421	Low
NA20753	-3.1197247000000004	Intermediate
NA20754	-3.582124299999999	Low
NA20755	-2.5522632999999995	Intermediate
NA20756	-3.2108277000000003	Intermediate
NA20757	-3.4043689	Intermediate
NA20758	-3.905677200000001	Low
NA20759	-3.476193999999999	Intermediate
NA20760	-3.4198836300000006	Intermediate
NA20761	-2.0415368	Intermediate
NA20762	-3.2179435	Intermediate
NA20763	-2.8403700000000005	Intermediate
NA20764	-3.878651	Low
NA20765	-3.0960071000000005	Intermediate
NA20766	-2.7181291	Intermediate
NA20767	-3.7011755000000006	Low
NA20768	-3.252506	Intermediate
NA20769	-2.81051	Intermediate
NA20770	-3.7592576	Low
NA20771	-2.6968251999999997	Intermediate
NA20772	-2.5218259000000005	Intermediate
NA20773	-3.6697818	Low
NA20774	-3.1429144000000004	Intermediate
NA20775	-4.970718999999999	Low
NA20778	-2.3430444780000004	Intermediate
NA20783	-2.859877	Intermediate
NA20785	-3.3612801	Intermediate
NA20786	-4.022570999999999	Low
NA20787	-3.4029989000000005	Intermediate
NA20790	-4.186805799999999	Low
NA20792	-3.727291	Low
NA20795	-3.69943857	Low
NA20796	-1.8049592999999995	Intermediate
NA20797	-4.1757721	Low
NA20798	-1.4356842	Intermediate
NA20799	-3.75274	Low
NA20800	-2.9269780000000005	Intermediate
NA20801	-3.4936446999999995	Intermediate
NA20802	-4.010194899999999	Low
NA20803	-3.5642291	Intermediate
NA20804	-3.879132	Low
NA20805	-3.4387225000000003	Intermediate
NA20806	-1.2756148999999997	High
NA20807	-1.1175976999999997	High
NA20808	-2.9230944999999995	Intermediate
NA20809	-4.164802300000001	Low
NA20810	-3.2229941	Intermediate
NA20811	-4.383233399999998	Low
NA20812	-2.780444900000001	Intermediate
NA20813	-2.588794700000001	Intermediate
NA20814	-3.9577673	Low
NA20815	-3.2025966999999995	Intermediate
NA20818	-3.23100365	Intermediate
NA20819	-3.627939	Low
NA20821	-2.5259243000000007	Intermediate
NA20822	-2.2382685	Intermediate
NA20826	-2.7818078	Intermediate
NA20827	-4.552401299999999	Low
NA20828	-4.44112054	Low
NA20832	-3.8914135	Low
NA20845	-2.6878248	Intermediate
NA20846	-3.4330200019999992	Intermediate
NA20847	-3.362709119999999	Intermediate
NA20849	-3.5192159	Intermediate
NA20850	-2.3755901000000006	Intermediate
NA20851	-3.1177192	Intermediate
NA20852	-4.455496800000001	Low
NA20853	-2.7611095	Intermediate
NA20854	-2.3827606999999995	Intermediate
NA20856	-2.5350444000000003	Intermediate
NA20858	-2.58552051	Intermediate
NA20859	-2.4935411999999992	Intermediate
NA20861	-2.646752	Intermediate
NA20862	-1.8734861	Intermediate
NA20863	-2.5011468	Intermediate
NA20864	-1.8753212000000008	Intermediate
NA20866	-3.58719158	Low
NA20867	-3.0899698600000005	Intermediate
NA20868	-3.392340099999999	Intermediate
NA20869	-2.0742688199999995	Intermediate
NA20870	-1.8017504399999995	Intermediate
NA20872	-3.1241994000000006	Intermediate
NA20874	-1.168228899999999	High
NA20875	-3.4874035000000005	Intermediate
NA20876	-2.905990980000001	Intermediate
NA20877	-3.4127766	Intermediate
NA20878	-2.0828873999999997	Intermediate
NA20881	-1.1274320000000002	High
NA20882	-1.3268738100000002	Intermediate
NA20884	-2.3544193999999994	Intermediate
NA20885	-2.9528164	Intermediate
NA20886	-3.0712675000000007	Intermediate
NA20887	-2.3594138	Intermediate
NA20888	-2.6779753600000005	Intermediate
NA20889	-2.5254887999999998	Intermediate
NA20890	-1.7833744999999992	Intermediate
NA20891	-3.232261100000001	Intermediate
NA20892	-2.708845099999999	Intermediate
NA20894	-2.0569441699999995	Intermediate
NA20895	-2.0562557000000004	Intermediate
NA20896	-2.8970510000000003	Intermediate
NA20897	-3.14276758	Intermediate
NA20899	-3.6383319	Low
NA20900	-2.521822099999999	Intermediate
NA20901	-3.737692700000001	Low
NA20902	-2.9220625999999994	Intermediate
NA20903	-3.3062091	Intermediate
NA20904	-1.98657961	Intermediate
NA20905	-1.90887809	Intermediate
NA20906	-1.8740003	Intermediate
NA20908	-2.593417	Intermediate
NA20910	-3.7122437000000006	Low
NA20911	-3.7811684	Low
NA21086	-2.6956032999999997	Intermediate
NA21087	-1.4939713	Intermediate
NA21088	-3.3319176000000006	Intermediate
NA21089	-0.8475992899999997	High
NA21090	-3.45440023	Intermediate
NA21091	-2.6082586999999995	Intermediate
NA21092	-1.8798944999999991	Intermediate
NA21093	-3.4677903000000003	Intermediate
NA21094	-2.2129700000000003	Intermediate
NA21095	-3.7580155	Low
NA21097	-2.5456727000000003	Intermediate
NA21098	-2.2012893199999994	Intermediate
NA21099	-2.106636100000001	Intermediate
NA21100	-2.2021791	Intermediate
NA21101	-2.8160268100000003	Intermediate
NA21102	-0.9813096	High
NA21103	-3.5858481	Low
NA21104	-4.037296900000001	Low
NA21105	-3.5964424300000006	Low
NA21106	-2.8908765000000005	Intermediate
NA21107	-2.3453822	Intermediate
NA21108	-3.9381419	Low
NA21109	-3.3795859000000004	Intermediate
NA21110	-2.839688600000001	Intermediate
NA21111	-1.8476630999999992	Intermediate
NA21112	-1.9085712	Intermediate
NA21113	-3.2545961000000005	Intermediate
NA21114	-2.9202509	Intermediate
NA21115	-2.68490517	Intermediate
NA21116	-2.5836863000000005	Intermediate
NA21117	-2.05290295	Intermediate
NA21118	-1.0125801	High
NA21119	-1.0899211000000006	High
NA21120	-3.1265690000000004	Intermediate
NA21122	-3.2378709000000003	Intermediate
NA21123	-3.1113903999999994	Intermediate
NA21124	-2.1978397	Intermediate
NA21125	-2.0513322999999994	Intermediate
NA21126	-1.8304764400000009	Intermediate
NA21127	-2.894592	Intermediate
NA21128	-2.2921951	Intermediate
NA21129	-2.48394452	Intermediate
NA21130	-1.9506190999999995	Intermediate
NA21133	-1.4918297999999997	Intermediate
NA21135	-3.0312845299999984	Intermediate
NA21137	-2.3386060100000003	Intermediate
NA21141	-2.7942698999999998	Intermediate
NA21142	-2.8546969000000004	Intermediate
NA21143	-2.8652630999999995	Intermediate
NA21144	-1.4003110099999998	Intermediate
