IID	PRS	PRS_Risk_Group	PRS_Percentile
HG00176	0.5101605100000001	Intermediate	29.712460063897762
HG00177	-0.31289663	Low	1.7971246006389778
HG00178	0.7216263500000001	Intermediate	47.084664536741215
HG00179	-0.1051327499999999	Low	4.752396166134186
HG00180	0.28169354	Low	18.011182108626198
HG00181	0.05341488	Low	9.105431309904153
HG00182	0.2583898099999999	Low	16.972843450479232
HG00183	0.1387315849999999	Low	12.26038338658147
HG00185	0.287932	Low	18.410543130990416
HG00186	0.70663903	Intermediate	45.88658146964856
HG00187	0.3029549199999999	Low	18.80990415335463
HG00188	0.4039828299999999	Intermediate	24.281150159744406
HG00189	0.28029839	Low	17.89137380191693
HG00190	0.3675448799999999	Intermediate	21.84504792332268
HG00231	0.11203263345	Low	11.182108626198083
HG00232	0.238545847	Low	16.054313099041533
HG00233	0.12515099	Low	11.701277955271564
HG00234	-0.3806906799999999	Low	1.1182108626198082
HG00235	-0.362448617	Low	1.317891373801917
HG00236	0.03957636	Low	8.586261980830672
HG00237	-0.3645568350000001	Low	1.2380191693290734
HG00238	0.59203416	Intermediate	36.022364217252395
HG00239	0.5388203100000001	Intermediate	31.869009584664536
HG00240	-0.0392722199999999	Low	6.230031948881789
HG00242	-0.0546932499999999	Low	5.9904153354632586
HG00243	-0.5602509820000001	Low	0.039936102236421724
HG00244	0.31571264	Low	19.528753993610223
HG00245	-0.1742243299999999	Low	3.4345047923322687
HG00246	0.7310668	Intermediate	47.92332268370607
HG00250	0.3525568419999998	Intermediate	21.3258785942492
HG00251	-0.3977088611000001	Low	0.8386581469648562
HG00252	-0.0369254	Low	6.2699680511182105
HG00253	0.15952022	Low	12.819488817891376
HG00254	0.7374517715000001	Intermediate	48.602236421725244
HG00255	0.3970175999999999	Intermediate	23.642172523961662
HG00256	0.20582066	Low	14.656549520766774
HG00257	-0.0527937844	Low	6.1102236421725244
HG00258	0.270078139	Low	17.172523961661344
HG00259	0.1174799999999999	Low	11.38178913738019
HG00260	0.3959159939999999	Intermediate	23.522364217252395
HG00261	-0.1298117325999999	Low	4.233226837060703
HG00262	0.12742197	Low	11.821086261980831
HG00263	-0.07410356	Low	5.710862619808307
HG00264	0.0876932599999999	Low	10.42332268370607
HG00265	-0.46826279	Low	0.3993610223642172
HG00266	0.3092705868999999	Low	19.049520766773163
HG00267	0.24199446	Low	16.293929712460063
HG00268	-0.1155775499999999	Low	4.712460063897764
HG00269	0.05980793	Low	9.345047923322685
HG00271	0.50471982	Intermediate	29.39297124600639
HG00272	-0.02325379	Low	6.7891373801916926
HG00273	-0.438448389	Low	0.4792332268370607
HG00274	0.7063999919999998	Intermediate	45.846645367412144
HG00275	0.3479915549999999	Intermediate	21.166134185303516
HG00276	0.12429492	Low	11.661341853035143
HG00277	-0.00078206	Low	7.5479233226837055
HG00278	-0.13931037	Low	3.873801916932907
HG00280	-0.1205616299999999	Low	4.512779552715656
HG00281	-0.3402750709999999	Low	1.4776357827476039
HG00282	0.07296984	Low	9.824281150159745
HG00284	0.2464660199999999	Low	16.49361022364217
HG00285	0.2541845699999999	Low	16.813099041533548
HG00288	0.386958286	Intermediate	22.963258785942493
HG00290	0.2450696099999999	Low	16.373801916932905
HG00304	0.224767257	Low	15.215654952076676
HG00306	0.13811735	Low	12.140575079872203
HG00308	0.1777647499999999	Low	13.578274760383385
HG00309	0.1384496899999999	Low	12.180511182108626
HG00310	0.19782958	Low	14.496805111821088
HG00311	-0.18417553	Low	3.2747603833865817
HG00313	0.35604267	Intermediate	21.445686900958467
HG00315	-0.02255311	Low	6.869009584664537
HG00318	0.2742243999999999	Low	17.531948881789138
HG00319	0.50043605	Intermediate	29.11341853035144
HG00320	-0.13848173	Low	3.993610223642172
HG00321	0.57726627	Intermediate	34.82428115015975
HG00323	0.32643989	Intermediate	20.087859424920126
HG00324	0.24699552	Low	16.573482428115017
HG00325	0.2161709860000001	Low	14.976038338658146
HG00326	-0.0065060979999999	Low	7.388178913738019
HG00327	0.2284382699999999	Low	15.535143769968052
HG00328	0.2415895099999999	Low	16.25399361022364
HG00329	0.3868410799999999	Intermediate	22.923322683706072
HG00330	0.22661301	Low	15.335463258785943
HG00331	0.3505645500000001	Intermediate	21.28594249201278
HG00332	0.00678672	Low	7.747603833865814
HG00334	-0.01289236	Low	7.1086261980830665
HG00335	-0.1480733799999999	Low	3.8338658146964857
HG00336	0.4396432040000001	Intermediate	26.038338658146966
HG00337	0.1329444739999999	Low	11.980830670926517
HG00338	0.48856316	Intermediate	28.394568690095845
HG00339	-0.33247059	Low	1.6373801916932909
HG00341	0.783443168	Intermediate	52.1964856230032
HG00342	0.1341220699999999	Low	12.060702875399361
HG00343	0.1205704699999999	Low	11.461661341853036
HG00344	-0.4128509099999999	Low	0.7188498402555911
HG00345	0.1037007499999999	Low	10.942492012779553
HG00346	-0.193342869	Low	3.1549520766773163
HG00349	-0.2856059699999999	Low	2.196485623003195
HG00350	0.44746456	Intermediate	26.717252396166135
HG00351	0.661159528	Intermediate	41.49361022364217
HG00353	0.2253936199999999	Low	15.2555910543131
HG00355	-0.0135543239999999	Low	7.068690095846645
HG00356	-0.0904142799999999	Low	5.1916932907348246
HG00357	0.11469053	Low	11.301916932907348
HG00358	-0.11747022	Low	4.63258785942492
HG00360	0.2707289789999999	Low	17.252396166134183
HG00361	0.1614500999999999	Low	12.939297124600637
HG00362	-0.0518874509999999	Low	6.1501597444089455
HG00364	0.16534981	Low	13.099041533546327
HG00365	0.0760166799999999	Low	9.94408945686901
HG00366	0.22551662	Low	15.295527156549522
HG00367	0.09284843	Low	10.6629392971246
HG00368	-0.0295123999999999	Low	6.469648562300319
HG00369	0.23899622	Low	16.094249201277954
HG00371	0.24066027	Low	16.134185303514375
HG00372	0.0855802299999999	Low	10.263578274760384
HG00373	0.572696175	Intermediate	34.46485623003195
HG00375	0.072549343	Low	9.784345047923322
HG00376	-0.0972407099999999	Low	5.031948881789138
HG00378	0.62500685	Intermediate	38.65814696485623
HG00379	0.0565346879999999	Low	9.26517571884984
HG00380	0.1741715399999999	Low	13.418530351437699
HG00381	0.2590891600000001	Low	17.012779552715653
HG00382	0.26772372	Low	17.13258785942492
HG00383	0.140898938	Low	12.420127795527156
HG00384	0.1849943999999999	Low	13.89776357827476
HG00403	0.9095823	Intermediate	66.1741214057508
HG00404	0.8546204369999999	Intermediate	58.86581469648562
HG00406	0.6872109500000001	Intermediate	43.650159744408946
HG00407	0.6875682999999999	Intermediate	43.73003194888179
HG00409	0.53673049	Intermediate	31.549520766773163
HG00410	1.07640804	High	83.86581469648561
HG00419	0.7004456000000001	Intermediate	45.20766773162939
HG00421	1.02517401	Intermediate	79.35303514376997
HG00422	1.033486766	Intermediate	79.99201277955271
HG00428	1.0500860400000005	High	81.58945686900958
HG00436	1.0886743600000004	High	85.02396166134186
HG00437	0.956274182	Intermediate	71.52555910543131
HG00442	0.76594109	Intermediate	50.75878594249201
HG00443	0.54289914	Intermediate	32.3482428115016
HG00445	0.7604136199999998	Intermediate	50.23961661341853
HG00446	0.92321228	Intermediate	67.61182108626198
HG00448	0.4276717699999998	Intermediate	25.399361022364218
HG00449	0.54015271	Intermediate	32.06869009584665
HG00451	0.80554229	Intermediate	53.79392971246006
HG00452	0.8235037500000002	Intermediate	55.670926517571885
HG00457	0.8721195399999999	Intermediate	61.142172523961655
HG00458	0.72305494	Intermediate	47.40415335463259
HG00463	0.5939865599999998	Intermediate	36.14217252396166
HG00464	0.93532854	Intermediate	69.08945686900958
HG00472	0.98571026	Intermediate	75.11980830670927
HG00473	0.8125182949999998	Intermediate	54.71246006389776
HG00475	0.66388359	Intermediate	41.69329073482428
HG00476	0.783246012	Intermediate	52.07667731629393
HG00478	0.9368254299999998	Intermediate	69.32907348242811
HG00479	0.78012992	Intermediate	51.75718849840255
HG00500	0.8545746599999999	Intermediate	58.78594249201278
HG00513	1.6667039699999997	High	100.0
HG00524	0.8525868400000001	Intermediate	58.54632587859425
HG00525	0.96888203	Intermediate	73.3226837060703
HG00530	0.9165749400000002	Intermediate	66.97284345047923
HG00531	0.9613946000000002	Intermediate	72.40415335463258
HG00533	0.56501498	Intermediate	33.58626198083067
HG00534	1.02074421	Intermediate	78.95367412140575
HG00536	1.11771378	High	87.38019169329073
HG00537	1.13386877	High	89.1373801916933
HG00542	0.45074436	Intermediate	26.797124600638977
HG00543	0.5541664999999999	Intermediate	32.94728434504792
HG00551	0.51767898	Intermediate	30.27156549520767
HG00553	0.39127858	Intermediate	23.162939297124602
HG00554	0.6547165299999997	Intermediate	40.69488817891374
HG00556	1.020335537	Intermediate	78.8338658146965
HG00557	1.11022155	High	86.98083067092651
HG00559	0.93311736	Intermediate	68.65015974440894
HG00560	0.6809427100000001	Intermediate	42.97124600638978
HG00565	0.8258665600000001	Intermediate	56.03035143769968
HG00566	0.4349362	Intermediate	25.798722044728432
HG00580	0.565937973	Intermediate	33.78594249201278
HG00581	0.55208347	Intermediate	32.82747603833866
HG00583	0.3978502399999999	Intermediate	23.722044728434504
HG00584	1.27748584	High	96.76517571884983
HG00589	0.7652697999999999	Intermediate	50.67891373801917
HG00590	1.41322834	High	99.20127795527156
HG00592	0.92324493	Intermediate	67.65175718849841
HG00593	0.95264896	Intermediate	71.08626198083067
HG00595	0.8877344011	Intermediate	63.17891373801917
HG00596	0.4836619439999999	Intermediate	28.23482428115016
HG00598	0.99481061	Intermediate	75.99840255591054
HG00599	0.8022313000000001	Intermediate	53.55431309904153
HG00607	1.0025206699999998	Intermediate	76.91693290734824
HG00608	0.8983485440000001	Intermediate	64.61661341853035
HG00610	1.0059554	Intermediate	77.31629392971246
HG00611	0.68083011	Intermediate	42.93130990415335
HG00613	0.902664884	Intermediate	65.33546325878594
HG00614	1.09858375	High	86.10223642172524
HG00619	1.04589991	High	81.19009584664538
HG00620	0.88755621	Intermediate	63.138977635782744
HG00622	1.020554286	Intermediate	78.8738019169329
HG00623	1.0148445799999997	Intermediate	78.39456869009584
HG00625	1.20054378	High	93.65015974440894
HG00626	0.542741864	Intermediate	32.308306709265175
HG00628	0.7814686100000001	Intermediate	51.91693290734825
HG00629	0.994296053	Intermediate	75.87859424920129
HG00631	0.952297877	Intermediate	71.00638977635782
HG00632	0.6919191499999998	Intermediate	44.129392971246006
HG00634	0.9925476599999998	Intermediate	75.67891373801918
HG00637	0.1862104299999999	Low	13.937699680511182
HG00638	0.01065963	Low	7.907348242811501
HG00640	0.3206458800000001	Low	19.808306709265175
HG00641	0.40086406	Intermediate	24.121405750798722
HG00650	0.97112221	Intermediate	73.60223642172524
HG00651	0.8360571000000002	Intermediate	57.02875399361022
HG00653	1.0596226000000002	High	82.34824281150159
HG00654	0.975022056	Intermediate	74.24121405750799
HG00656	1.0116205	Intermediate	78.03514376996804
HG00657	0.6532196399999999	Intermediate	40.45527156549521
HG00662	0.8226023499999997	Intermediate	55.55111821086262
HG00663	0.7849266999999999	Intermediate	52.35623003194888
HG00671	0.9487856699999998	Intermediate	70.68690095846645
HG00672	0.9125601	Intermediate	66.41373801916933
HG00674	1.1042895999999998	High	86.5814696485623
HG00675	0.8748797679999999	Intermediate	61.46166134185304
HG00683	1.0962889400000002	High	85.90255591054313
HG00684	0.8198304	Intermediate	55.27156549520767
HG00689	0.6737406199999999	Intermediate	42.37220447284345
HG00690	0.80042547	Intermediate	53.43450479233227
HG00692	1.01963592	Intermediate	78.6741214057508
HG00693	0.6645369399999999	Intermediate	41.81309904153355
HG00698	0.8185592300000001	Intermediate	55.191693290734825
HG00699	0.8497413100000002	Intermediate	58.18690095846646
HG00701	0.7040800799999999	Intermediate	45.48722044728434
HG00704	0.7525515610000001	Intermediate	49.72044728434505
HG00705	0.8736073560000003	Intermediate	61.2220447284345
HG00707	0.6230969705699999	Intermediate	38.53833865814696
HG00708	0.24978279	Low	16.65335463258786
HG00717	1.28745339	High	97.20447284345049
HG00728	0.5328006599999999	Intermediate	31.349840255591054
HG00729	0.9360415300000002	Intermediate	69.129392971246
HG00731	0.401666336	Intermediate	24.201277955271568
HG00732	0.6292214600000001	Intermediate	38.93769968051119
HG00734	0.2525260678	Low	16.773162939297126
HG00736	0.394094838	Intermediate	23.362619808306707
HG00737	0.684529193	Intermediate	43.41054313099041
HG00739	0.1826458999999999	Low	13.817891373801917
HG00740	0.20404091	Low	14.616613418530353
HG00742	0.08087281	Low	10.103833865814696
HG00743	0.8054217199999999	Intermediate	53.75399361022364
HG00759	0.96889881	Intermediate	73.3626198083067
HG00766	1.1049292229999996	High	86.62140575079871
HG00844	1.1478678750000002	High	89.93610223642172
HG00851	1.16820222	High	91.7332268370607
HG00864	0.9707367	Intermediate	73.5223642172524
HG00867	0.59047899	Intermediate	35.94249201277955
HG00879	0.7127340499999999	Intermediate	46.56549520766774
HG00881	0.7279888700000001	Intermediate	47.64376996805112
HG00956	1.0269063160000005	Intermediate	79.51277955271566
HG00978	1.1476098599999998	High	89.89616613418531
HG00982	0.5916038099999998	Intermediate	35.98242811501598
HG01028	0.8650194999999998	Intermediate	60.26357827476039
HG01029	0.8545698700000001	Intermediate	58.74600638977636
HG01031	0.8843292999999999	Intermediate	62.85942492012779
HG01046	1.11463089	High	87.1405750798722
HG01047	0.24148623	Low	16.21405750798722
HG01048	0.1682376049999999	Low	13.258785942492013
HG01049	0.6015911199999999	Intermediate	36.74121405750799
HG01051	0.4161122	Intermediate	25.0
HG01052	0.8895300100000002	Intermediate	63.33865814696485
HG01054	0.12120989	Low	11.501597444089457
HG01055	-0.182335298	Low	3.3146964856230032
HG01058	0.3786261199999999	Intermediate	22.48402555910543
HG01060	-0.102367702	Low	4.832268370607029
HG01061	0.3714619699999999	Intermediate	22.164536741214057
HG01063	0.58738114	Intermediate	35.623003194888184
HG01064	0.94101436	Intermediate	69.80830670926518
HG01066	0.5691009119999997	Intermediate	34.06549520766774
HG01067	0.4623088399999999	Intermediate	27.43610223642173
HG01069	0.7336599629999999	Intermediate	48.08306709265175
HG01070	0.00025864	Low	7.587859424920127
HG01072	0.4961238599999999	Intermediate	28.793929712460063
HG01073	0.194631003	Low	14.416932907348242
HG01075	0.5829203700000001	Intermediate	35.3035143769968
HG01077	0.3255726340000001	Low	20.007987220447284
HG01079	0.4347557799999999	Intermediate	25.75878594249201
HG01080	0.26010641	Low	17.052715654952078
HG01082	0.4596593699999999	Intermediate	27.316293929712458
HG01083	0.40166057	Intermediate	24.161341853035143
HG01085	0.696832061	Intermediate	44.64856230031949
HG01086	0.21826414	Low	15.015974440894569
HG01088	0.0209104799999999	Low	8.226837060702875
HG01089	0.09169961	Low	10.543130990415335
HG01092	0.50404487	Intermediate	29.313099041533548
HG01094	0.8126358399999999	Intermediate	54.75239616613419
HG01095	-0.4759764240999999	Low	0.35942492012779553
HG01097	-0.07557084	Low	5.5910543130990416
HG01098	0.6030274999999999	Intermediate	36.90095846645367
HG01101	0.63622169	Intermediate	39.29712460063898
HG01102	0.0547670611999999	Low	9.145367412140574
HG01104	0.29010564	Low	18.490415335463258
HG01105	0.14107261	Low	12.460063897763577
HG01107	0.1933530399999999	Low	14.297124600638977
HG01108	0.57619538	Intermediate	34.70447284345048
HG01110	0.1024331999999999	Low	10.86261980830671
HG01111	0.42205856	Intermediate	25.19968051118211
HG01112	0.40852349	Intermediate	24.48083067092652
HG01113	0.29166777	Low	18.570287539936103
HG01119	0.17317197	Low	13.378594249201278
HG01121	0.4286966200000001	Intermediate	25.47923322683706
HG01122	0.44476491	Intermediate	26.477635782747605
HG01124	0.335108304	Intermediate	20.60702875399361
HG01125	0.6754697200000002	Intermediate	42.57188498402556
HG01130	0.4581169	Intermediate	27.27635782747604
HG01131	0.2343023799999999	Low	15.774760383386582
HG01133	0.5267078640000001	Intermediate	30.870607028753994
HG01134	0.6125709600000001	Intermediate	37.739616613418534
HG01136	0.944328205	Intermediate	70.2076677316294
HG01137	0.5680668600000002	Intermediate	33.945686900958464
HG01139	0.47615287	Intermediate	27.79552715654952
HG01140	0.3938896199999999	Intermediate	23.322683706070286
HG01142	0.66534964	Intermediate	41.853035143769965
HG01148	0.52599402	Intermediate	30.75079872204473
HG01149	0.8591102509999999	Intermediate	59.70447284345048
HG01161	1.04852592	High	81.4297124600639
HG01162	0.5735724629999999	Intermediate	34.584664536741215
HG01164	0.28176297	Low	18.051118210862622
HG01167	1.024209741	Intermediate	79.27316293929712
HG01168	-0.3869009959999999	Low	1.038338658146965
HG01170	0.6538651799999998	Intermediate	40.495207667731634
HG01171	0.38139068	Intermediate	22.72364217252396
HG01173	0.5831008200000001	Intermediate	35.343450479233226
HG01174	0.0512721999999999	Low	8.985623003194888
HG01176	0.31310664	Low	19.249201277955272
HG01177	0.4807106	Intermediate	27.99520766773163
HG01182	-0.0205399999999999	Low	6.9089456869009584
HG01183	0.47186622	Intermediate	27.67571884984025
HG01187	0.7003051800000001	Intermediate	45.12779552715655
HG01188	0.3656405	Intermediate	21.72523961661342
HG01190	0.839942841	Intermediate	57.5479233226837
HG01191	0.2953804699999999	Low	18.650159744408946
HG01197	0.04451706	Low	8.78594249201278
HG01198	0.48123087	Intermediate	28.075079872204473
HG01200	0.0076796909999999	Low	7.787539936102236
HG01204	0.5418783399999999	Intermediate	32.18849840255591
HG01205	0.3148046529999999	Low	19.408945686900957
HG01241	0.924256089	Intermediate	67.89137380191693
HG01242	0.5997140599999998	Intermediate	36.66134185303515
HG01247	0.2147448462999999	Low	14.936102236421725
HG01248	0.33723632	Intermediate	20.64696485623003
HG01250	0.6602891399999999	Intermediate	41.33386581469649
HG01251	0.313741526	Low	19.369009584664536
HG01253	0.5971964801099999	Intermediate	36.46166134185304
HG01254	0.36777171	Intermediate	21.884984025559106
HG01256	0.56543554	Intermediate	33.626198083067095
HG01257	0.2706914899999999	Low	17.212460063897765
HG01259	0.65077806	Intermediate	40.29552715654952
HG01260	0.5022302651	Intermediate	29.273162939297126
HG01269	0.42213181	Intermediate	25.23961661341853
HG01271	0.5706773310000001	Intermediate	34.26517571884984
HG01272	0.3409178	Intermediate	20.84664536741214
HG01275	-0.0883264199999999	Low	5.31150159744409
HG01277	0.7668384299999998	Intermediate	50.798722044728436
HG01280	0.42526623	Intermediate	25.359424920127793
HG01281	0.8264490860000001	Intermediate	56.150159744408946
HG01284	0.41581032	Intermediate	24.96006389776358
HG01286	0.6088880899999999	Intermediate	37.42012779552716
HG01302	0.3126413659999999	Low	19.20926517571885
HG01303	0.7832847300000001	Intermediate	52.116613418530356
HG01305	0.6348466	Intermediate	39.21725239616614
HG01308	0.374793317	Intermediate	22.364217252396166
HG01311	0.47432763	Intermediate	27.7555910543131
HG01312	0.26427516	Low	17.0926517571885
HG01323	0.338467702	Intermediate	20.686900958466452
HG01325	0.30832774	Low	19.009584664536742
HG01326	0.5262382289999998	Intermediate	30.790734824281152
HG01334	0.0767918	Low	9.984025559105431
HG01341	1.2487045	High	95.6070287539936
HG01342	0.847965685	Intermediate	58.06709265175719
HG01344	0.5604675899999999	Intermediate	33.30670926517572
HG01345	0.0711987019999999	Low	9.744408945686901
HG01348	0.3155794499999999	Low	19.448881789137378
HG01350	0.5324049700000001	Intermediate	31.269968051118212
HG01351	0.5811775000000001	Intermediate	35.22364217252396
HG01353	0.2206828999999999	Low	15.135782747603836
HG01354	0.0874801	Low	10.383386581469649
HG01356	0.27368982	Low	17.37220447284345
HG01357	0.32794006	Intermediate	20.16773162939297
HG01359	0.400837736	Intermediate	24.041533546325876
HG01360	0.34546286	Intermediate	21.126198083067095
HG01362	0.5430801000000001	Intermediate	32.38817891373802
HG01363	0.3941567	Intermediate	23.40255591054313
HG01365	0.47799402	Intermediate	27.875399361022364
HG01366	0.1899625699999999	Low	14.13738019169329
HG01369	0.83088088	Intermediate	56.58945686900958
HG01372	0.76350866	Intermediate	50.439297124600635
HG01374	0.1545104699999999	Low	12.779552715654951
HG01375	0.5714038319999999	Intermediate	34.34504792332269
HG01377	0.62692234	Intermediate	38.81789137380191
HG01378	0.58049203	Intermediate	35.14376996805112
HG01383	0.5415248609999997	Intermediate	32.14856230031949
HG01384	0.5862876499999998	Intermediate	35.543130990415335
HG01389	0.71717732	Intermediate	46.84504792332269
HG01390	0.952385587	Intermediate	71.04632587859425
HG01392	0.4209314369999999	Intermediate	25.079872204472842
HG01393	0.6645345900000001	Intermediate	41.77316293929712
HG01395	0.54261626	Intermediate	32.22843450479233
HG01396	-0.11816516	Low	4.592651757188499
HG01398	0.9351428000000002	Intermediate	69.00958466453673
HG01402	0.2740460979999999	Low	17.492012779552716
HG01403	0.4813618059999999	Intermediate	28.115015974440894
HG01405	0.32541755	Low	19.968051118210862
HG01412	0.6047445586000001	Intermediate	37.06070287539936
HG01413	0.8370534	Intermediate	57.108626198083066
HG01414	0.64849297	Intermediate	40.05591054313099
HG01431	0.6639647900000001	Intermediate	41.733226837060705
HG01432	0.3877219	Intermediate	23.003194888178914
HG01435	0.6041627800000001	Intermediate	36.980830670926515
HG01437	-0.16592192	Low	3.634185303514377
HG01438	-0.06886725	Low	5.7907348242811505
HG01440	0.8499602900000001	Intermediate	58.22683706070288
HG01441	0.8168888129999999	Intermediate	55.11182108626198
HG01443	0.53279823	Intermediate	31.309904153354633
HG01444	0.6556268900000003	Intermediate	40.814696485623
HG01447	0.6204741600000001	Intermediate	38.4185303514377
HG01455	0.24694047	Low	16.533546325878596
HG01456	0.64605894	Intermediate	39.81629392971246
HG01459	1.1175383	High	87.34025559105432
HG01461	0.6095347799999999	Intermediate	37.5
HG01462	1.00746972	Intermediate	77.63578274760383
HG01464	0.7684686399999998	Intermediate	50.87859424920128
HG01465	0.53727512	Intermediate	31.709265175718848
HG01468	0.558696459	Intermediate	33.18690095846645
HG01474	0.278783352	Low	17.771565495207668
HG01479	-0.02304834	Low	6.8290734824281145
HG01485	0.80766171	Intermediate	54.153354632587856
HG01486	0.3029360599999999	Low	18.76996805111821
HG01488	0.440279858	Intermediate	26.078274760383387
HG01489	0.2807550499999999	Low	17.971246006389777
HG01491	0.9979272776	Intermediate	76.39776357827476
HG01492	0.24838513	Low	16.61341853035144
HG01494	0.54730261	Intermediate	32.62779552715655
HG01495	0.3989474959999999	Intermediate	23.921725239616613
HG01497	0.6250164100000001	Intermediate	38.698083067092654
HG01498	0.97250593	Intermediate	73.80191693290735
HG01500	0.4407815799999999	Intermediate	26.118210862619804
HG01501	0.228164968	Low	15.495207667731629
HG01503	0.43221302	Intermediate	25.599041533546323
HG01504	0.43149191	Intermediate	25.51916932907348
HG01506	-0.01962035	Low	6.94888178913738
HG01507	0.1934359	Low	14.337060702875398
HG01509	0.2323127899999999	Low	15.734824281150159
HG01510	-0.3436573	Low	1.4376996805111821
HG01512	0.41542813	Intermediate	24.920127795527154
HG01513	0.0080841389999999	Low	7.827476038338658
HG01515	0.5101389	Intermediate	29.67252396166134
HG01516	0.14153603	Low	12.5
HG01518	0.0888892849999999	Low	10.503194888178914
HG01519	0.063200603	Low	9.544728434504792
HG01521	0.2738955299999999	Low	17.452076677316295
HG01522	-0.0334692299999999	Low	6.3498402555910545
HG01524	0.1121397049999999	Low	11.222044728434504
HG01525	0.1457049599999999	Low	12.619808306709265
HG01527	0.2738388300000001	Low	17.412140575079874
HG01528	0.117293667	Low	11.341853035143771
HG01530	0.067800601	Low	9.664536741214057
HG01531	-0.3517984199999999	Low	1.3977635782747604
HG01536	0.0582678999999999	Low	9.305111821086262
HG01537	0.36289642	Intermediate	21.645367412140576
HG01550	0.7846702329999998	Intermediate	52.316293929712465
HG01551	0.3967911700000001	Intermediate	23.60223642172524
HG01556	0.3305143587	Intermediate	20.287539936102235
HG01565	0.6617970900000001	Intermediate	41.573482428115014
HG01566	0.55064556	Intermediate	32.74760383386581
HG01571	1.2277379599999994	High	95.16773162939297
HG01572	1.27155264	High	96.40575079872204
HG01577	0.95715829	Intermediate	71.60543130990416
HG01578	0.8786291869999999	Intermediate	61.861022364217256
HG01583	0.6313876150000001	Intermediate	39.13738019169329
HG01586	0.7459667599999998	Intermediate	49.281150159744406
HG01589	0.4931022299999998	Intermediate	28.51437699680511
HG01593	0.85777641	Intermediate	59.424920127795524
HG01595	0.955099568	Intermediate	71.3258785942492
HG01596	0.67800192	Intermediate	42.77156549520767
HG01597	0.8570857700000001	Intermediate	59.305111821086264
HG01598	0.89071623	Intermediate	63.53833865814696
HG01599	0.59648728	Intermediate	36.381789137380196
HG01600	0.7168360999999999	Intermediate	46.76517571884984
HG01602	0.23690552	Low	15.894568690095848
HG01603	0.062911106	Low	9.504792332268371
HG01605	0.0988953599999999	Low	10.822683706070288
HG01606	0.33458831	Intermediate	20.56709265175719
HG01607	-0.02381276	Low	6.7492012779552715
HG01608	0.4448464669999999	Intermediate	26.517571884984026
HG01610	0.1694660099999999	Low	13.298722044728434
HG01612	0.4533376399999999	Intermediate	26.996805111821086
